instance,n,cpu_time (s),duplicates time (s),graph time (s),time spent on optimisations (s),time illegal solutions (s),iterations,number_of_runs_for_time_data,number_of_cycles,number_of_duplicates,number_of_covered_tiles,corner_check_hits,edge_pairs_hits,pairs_isolation_hits,sandwich_pairs_hits,sandwich_triple_hits
2499ebd0-d2b8-438d-bd04-1f271cc36515.singles,10,20,0.0005297160099999999,0.01471199316,0,0.00469831217,5,100,986,62,28,0,0,2,2,0
24a5bc80-3116-4755-b3fc-8c730863f6bb.singles,10,0.306612356,0.0005126186799999998,0.004893530110000001,1.403e-06,8.723427999999996e-05,0,100,229,61,31,0,0,2,3,1
25a92ed0-7337-4f29-9b71-0296506cc681.singles,10,8.646607997,0.0005115030399999997,0.00586466042,1.382e-06,8.202114999999999e-05,0,100,262,64,28,0,0,1,2,0
25b1957e-f799-4124-8eb7-e3ead0c0847a.singles,10,20,0.0005254975000000002,0.003979301229999998,0,0.0016131945700000002,2,100,158,64,28,0,0,3,4,0
266739ff-0016-4c5e-be84-8c6c951d6c2c.singles,10,20,0.0005472901900000001,0.018430696189999998,0,0.017964393990000004,11,100,1107,65,28,0,0,1,2,0
266f21ef-18eb-47f1-a22f-6455df72e76c.singles,10,20,0.0005486609900000001,0.024538743689999996,0,0.010473852630000002,10,100,1580,64,30,0,0,0,3,0
2672d4be-130b-436c-a1ab-5c5512d35a51.singles,10,20,0.0005569960900000002,0.01054068596,0,8.124706e-05,0,100,565,64,31,0,0,2,1,0
270749e1-dba1-4d75-848e-8e0bbd09da4c.singles,10,20,0.00052299842,0.01618152715,0,0.005255499149999999,6,100,902,69,29,0,0,0,7,0
27098171-0253-464a-8b53-93ef24c3cb72.singles,10,20,0.0005446077599999999,0.12781959330999998,0,0.0017764854600000007,2,100,8795,69,29,0,0,2,4,0
27adb1aa-9dce-4d7a-81f1-6d8199ceb0e2.singles,10,20,0.0005477238,0.007026652829999997,0,0.13128243945999998,46,100,393,59,28,0,0,0,4,0
280a9c43-5b06-4efd-9b36-766091dc101a.singles,10,20,0.0005359213500000001,0.004573161260000001,0,0.027342763620000005,17,100,208,62,29,0,0,4,1,0
28436bdf-2b7c-416c-ad86-2f0321a2ce4b.singles,10,20,0.00056013805,0.21051692533000008,0,8.927642999999997e-05,0,100,15467,66,29,0,0,2,2,0
286a7c05-41d5-445b-8b35-191c0df92731.singles,10,20,0.0005191737499999999,0.012690338369999998,0,0.00089631662,1,100,754,61,30,0,0,2,2,0
28a930df-a68a-4e8c-be73-6e4bcb854a80.singles,10,20,0.00052842078,0.02689531099999999,0,8.307216999999999e-05,0,100,1654,64,28,0,0,2,5,0
28c1a99a-ccec-4c69-9911-a4ca70317812.singles,10,20,0.0005233826000000002,0.011775728639999997,0,0.001968434239999999,2,100,614,64,29,0,0,1,7,0
28e2ecd9-f765-47c5-88b4-1bb31454d814.singles,10,20,0.00051374596,0.005724777689999997,0,0.0008261019900000003,1,100,313,61,27,0,0,2,2,0
296cd8e9-13e4-49f5-b490-0cb9c2c9b0e9.singles,10,20,0.0005296753300000002,0.00164000268,0,0.007888251610000003,7,100,31,60,27,0,0,2,2,0
2990198e-87c4-40b8-b3c9-f6054124cf5f.singles,10,20,0.00056594404,0.7805763696099994,0,0.002745100649999998,3,100,59892,64,29,0,0,2,2,0
29c402ef-cb9e-4058-aff6-abbbd2885a6e.singles,10,20,0.00052418393,0.011397601030000003,0,0.0020590204700000007,2,100,609,62,28,0,0,1,3,0
29ccc30c-8259-453d-bddb-0dc193c97707.singles,10,20,0.0005414233699999997,0.0180337076,0,0.0017953079899999998,2,100,1101,62,30,0,0,5,1,0
29eebf6d-d991-451d-8456-f23d17924f7b.singles,10,20,0.0005104254299999999,0.005140432960000001,0,8.244480999999997e-05,0,100,252,61,28,0,0,2,2,0
2a7c6e45-12f6-4d3c-8122-b7be68fa3664.singles,10,20,0.0005449083699999999,0.28513339387000003,0,0.0017529222500000006,2,100,19033,66,30,0,0,2,2,0
2b628b63-322b-4163-a836-f39191c84d2c.singles,10,20,0.00054462028,0.009335446780000003,0,0.01751001046,13,100,587,61,29,0,0,1,4,0
2b6e64b2-a132-4523-b6c5-860b557a7031.singles,10,20,0.0005485061199999999,0.11277384188999996,0,0.0019997736299999986,2,100,7157,66,29,0,0,1,3,0
2ba1f485-3b79-463b-8fa4-a7fa4184320a.singles,10,0.204249093,0.00054502383,0.06098285648000001,1.343e-06,8.341596e-05,0,100,3926,70,30,0,0,4,2,0
2ba8c737-ce34-4065-9fb9-2971abf7aedd.singles,10,20,0.0005594666199999999,0.09796840418000002,0,2.71785257194,156,100,8053,62,28,0,0,1,3,0
2be4ecfa-661d-4fc3-9ad5-b2481cb558a3.singles,10,20,0.00055648107,0.01948579166,0,0.0016163125499999997,2,100,1257,61,28,0,0,6,4,0
2c09d48a-2d31-4399-b67e-7ac93919ddf3.singles,10,20,0.0005286020500000001,0.01678713797000001,0,0.0020931948800000004,2,100,1175,64,30,0,0,1,3,0
2ca6acc9-e629-460f-b1d8-794f847ebe3e.singles,10,20,0.0005464224699999998,0.05047541099000002,0,0.0026478476299999997,3,100,3307,66,29,0,0,2,1,0
2cf185bb-456a-49ee-a1fb-7cab447953ec.singles,10,0.069166945,0.00052553132,0.01613310278,1.422e-06,0.0009425814099999997,1,100,1025,59,28,0,0,2,4,0
2d0b8f05-f52f-46f3-b5ae-ea1453ac86f8.singles,10,0.023487159,0.00051078869,0.001990500290000001,1.2854e-05,8.211635999999996e-05,0,100,51,60,30,0,0,1,4,0
2d54e146-a980-4468-991a-f229090185a6.singles,10,20,0.0005415494700000002,0.2472252667399999,0,8.522351999999999e-05,0,100,21070,65,29,0,0,2,4,0
2d8ff86d-50fa-4a5e-925f-d5f83f79c859.singles,10,20,0.0005148901599999998,0.011964449529999999,0,8.029906999999998e-05,0,100,688,60,29,0,0,2,2,0
2dae8ec4-9e19-417a-babf-066a093c6844.singles,10,20,0.0005377514399999999,0.017416209529999994,0,8.162237000000001e-05,0,100,1062,60,28,0,0,2,2,0
2dd456a2-475a-4120-ac6d-8b6a3e5d1714.singles,10,20,0.0005537406100000001,0.05922852795999999,0,0.00091665844,1,100,3938,64,29,0,0,1,3,0
2debcd01-4539-4531-98d4-68247bbe9250.singles,10,20,0.0005543195600000001,0.08378747560999997,0,0.6298656860299999,78,100,5787,64,29,0,0,0,2,0
2e03e7ef-ee93-4f4e-8c5f-9dc12c25567a.singles,10,20,0.0005342875100000001,0.03144632163999998,0,8.360068999999998e-05,0,100,2090,64,28,0,0,1,5,0
2e1f9489-4d61-42ad-a3ad-4ec459d459b0.singles,10,20,0.0005468108,0.38289056198999993,0,8.605453000000001e-05,0,100,26875,72,29,0,0,1,3,0
2e3f9be5-8474-4554-8533-a8478878ff06.singles,10,3.896768043,0.0005230005499999999,0.01543117251,1.353e-06,8.056165000000001e-05,0,100,991,64,30,0,0,0,3,0
2e95f61d-8c64-4ccd-a0e9-992e18db2b45.singles,10,20,0.00054279595,0.021109779599999996,0,8.296640999999999e-05,0,100,1395,64,28,0,0,1,3,0
2ed31391-3f16-44e6-bf9c-62ab99a03c23.singles,10,20,0.0005045240799999999,0.002277832170000001,0,0.0017428168299999996,2,100,61,57,27,0,0,2,4,0
2edf2bb7-d52b-4c4e-aba5-1e321948895f.singles,10,20,0.0005391773099999999,0.03354655018000001,0,8.661801999999999e-05,0,100,2154,62,29,0,0,2,2,0
2f267297-2f64-46bb-925b-ce3b41a9366b.singles,10,20,0.00052270315,0.015855806350000005,0,0.0008589024499999998,1,100,1038,65,29,0,0,1,2,0
2f3781ba-bb4c-4bd4-b79f-233984d2ca1d.singles,10,20,0.0005029830700000001,0.0038417620000000003,0,8.009897000000003e-05,0,100,158,65,29,0,0,0,1,0
2f877a6a-ea30-4710-bdbb-24cba0ff6696.singles,10,20,0.0005712993200000002,0.0031846502499999997,0,1.902350827489999,133,100,134,57,26,0,0,0,2,0
2ff4e567-3567-408f-a0d2-663b2587941a.singles,10,20,0.00056093153,0.004330431799999999,0,60.86873749370001,571,100,206,61,29,0,0,1,3,0
3041641b-3dc1-4379-90d8-98494bc85332.singles,10,20,0.0005282972,0.01182368338,0,0.006250877599999999,3,100,685,62,28,0,0,0,5,0
304aeb53-b388-409d-85bf-a61d5663bf59.singles,10,0.131838737,0.0005236754700000001,0.01509918066,1.382e-06,8.087034e-05,0,100,885,66,30,0,0,4,2,0
3079b68b-a746-4b22-a955-dfe7fab73f43.singles,10,20,0.0005550498099999999,0.04799435741000001,0,0.014192160880000002,11,100,3390,64,29,0,0,1,4,0
30ba4e57-4df4-4c9d-89d7-351bf9814ec3.singles,10,20,0.00054804578,0.20396109112000013,0,0.0009513381999999996,1,100,15206,68,30,0,0,2,4,0
30e7e8c5-f18a-4758-a22a-6e42ca465a7a.singles,10,20,0.00051639059,0.009431620649999998,0,0.0009093430999999999,1,100,476,63,29,0,0,1,4,0
30ec3df4-ee61-4adb-8b5a-6f6e86228cb7.singles,10,20,0.00051290501,0.01051383548,0,8.097537e-05,0,100,610,58,27,0,0,2,3,1
31b56da1-3f67-4961-904f-4b8e72df0210.singles,10,20,0.0005612203099999999,0.11881495387000002,0,0.007916446959999998,7,100,8453,61,28,0,0,1,3,0
31f5f844-333c-47e3-9d24-b3dc5e3c5eff.singles,10,20,0.0005299812599999999,0.023238896860000004,0,8.160432000000001e-05,0,100,1251,67,29,0,0,1,2,0
31fd041e-08ad-4a71-b113-f3f3dcce22da.singles,10,20,0.0005494314000000001,0.12474600413000009,0,8.744319000000001e-05,0,100,9309,65,27,0,0,0,3,0
3209e2f3-d687-4006-8474-bd67de437cab.singles,10,20,0.0005306034300000001,0.013931937799999993,0,0.005235608010000001,5,100,801,62,31,0,0,2,3,0
329cecb9-b1dd-4b82-bbf8-ed031b82a0b6.singles,10,20,0.0005506687,0.024397435779999997,0,0.014367615180000001,10,100,1495,64,29,0,0,2,4,0
32a06f11-7d00-4eec-9779-be0ec4b8250b.singles,10,20,0.0005109456000000003,0.0028281558800000006,0,8.207576999999999e-05,0,100,122,60,29,0,0,3,4,0
32cb4dcf-4dcf-4aa8-a1b7-6cf0e5a949e5.singles,10,0.947731026,0.0005319884099999997,0.007560532560000003,1.483e-06,0.0009471150300000005,1,100,358,62,30,0,0,5,3,1
32d21fa8-3147-4dd8-838c-913fdaa0793e.singles,10,0.997818377,0.0005052864,0.00434537757,1.563e-06,8.107876999999996e-05,0,100,169,65,28,0,0,1,3,0
33356b7b-ba93-4eaf-8c9d-07e86f86e003.singles,10,20,0.00052224143,0.014830901450000003,0,8.211876000000001e-05,0,100,1127,59,28,0,0,2,4,0
33ad8e57-7e2f-4dee-9bf2-7c3d8ec8df69.singles,10,20,0.0005139553800000002,0.006977591739999998,0,0.0016952264000000001,2,100,363,66,30,0,0,1,3,0
33cf4808-5771-458b-b25b-674185b242ec.singles,10,20,0.0005359957500000001,0.029088442510000007,0,0.00263530933,3,100,1615,66,29,0,0,1,3,0
34a03875-b8d2-42d7-a9d5-5577cb37f167.singles,10,20,0.0005113053399999999,0.007496675310000001,0,8.143005e-05,0,100,382,63,29,0,0,1,0,0
34d48792-c234-4180-9255-0fd1dc27d2f2.singles,10,20,0.0005477364799999998,0.07222639393000002,0,8.621826000000001e-05,0,100,5268,67,28,0,0,2,3,0
34f82d4a-2ba4-4391-b9e9-d54a4758f876.singles,10,20,0.0005178010700000002,0.0038663349600000004,0,0.0007993600399999999,1,100,156,59,28,0,0,1,2,0
3531bc28-1188-43a9-bf29-6c9d401ce3ca.singles,10,20,0.00054666115,0.07508700487000002,0,0.0028153122200000012,3,100,4896,64,29,0,0,1,4,0
35624a2d-01c5-45fd-860b-189eee05096f.singles,10,20,0.0005060215100000002,0.0043276380500000015,0,7.971503999999997e-05,0,100,188,56,28,0,0,4,3,1
35fa22d3-4f33-4e23-8bfe-bb58035b8ebb.singles,10,1.722520196,0.0005492031299999999,0.04038804293000002,1.473e-06,8.237259000000002e-05,0,100,2701,66,29,0,0,1,2,0
36291c4c-e7da-463e-bb1f-f057c8c4ec29.singles,10,20,0.0005252724799999998,0.018350424,0,8.199648e-05,0,100,1218,64,30,0,0,1,1,0
36889813-7029-4d37-8f2a-b3203303ad09.singles,10,0.180967487,0.0005428560500000001,0.048617203940000006,1.352e-06,9.117285e-05,0,100,3182,70,31,0,0,4,3,0
37a4f071-4b9e-4721-9b7e-5b03546a2f78.singles,10,20,0.00051874012,0.01349935984,0,0.00082746517,1,100,861,60,27,0,0,1,3,0
3873ff83-e86b-4a0c-bd83-2038246f38dc.singles,10,20,0.00053963668,0.023872643890000003,0,8.161602999999999e-05,0,100,1943,62,30,0,0,1,3,0
3911de15-e3b2-4943-a866-2c9738f20456.singles,10,20,0.00053951374,0.014303838630000005,0,0.013144410709999997,9,100,896,63,28,0,0,0,2,0
3930c9cb-4fe2-49be-91ab-9c344a2ef803.singles,10,20,0.0005262128499999999,0.00539394769,0,8.154630999999999e-05,0,100,223,62,29,0,0,2,3,0
3978251d-e4a9-47cd-923f-965e7c23a174.singles,10,20,0.0005685562699999998,0.10307546633999999,0,0.0017800608499999996,2,100,7706,63,30,0,0,2,1,1
3986da07-cec2-4cc4-a777-2f041dca2120.singles,10,20,0.0005485338699999999,0.08460499646000001,0,8.333078e-05,0,100,5519,68,29,0,0,1,2,0
3a67e1d8-4903-4acd-9a52-9a35e6814f08.singles,10,20,0.00052959208,0.01902238809,0,0.0007381388900000001,1,100,1238,65,28,0,0,1,2,0
3aca6e02-62c3-40a2-a836-5393e1dd9e5c.singles,10,20,0.00054451589,0.04492840856000001,0,0.010888266039999999,7,100,3513,60,28,0,0,1,1,0
3b164978-bdc0-422c-abb6-bf036c3de996.singles,10,20,0.0005063771699999998,0.00644428268,0,8.155729999999999e-05,0,100,298,64,30,0,0,0,2,0
3b3a108a-14cb-470b-bc66-ddd279aa0c97.singles,10,20,0.0005492576199999997,0.0028294680100000007,0,0.007389190590000001,6,100,106,57,27,0,0,2,3,0
3b8657a2-543d-4608-be70-023bece043dd.singles,10,20,0.00054581899,0.03904275517999999,0,0.015859203680000003,11,100,2533,65,30,0,0,0,4,0
3caafe0e-ea69-4d57-87e7-ef8574aee47c.singles,10,20,0.0005149301699999998,0.005854284060000001,0,8.098450000000006e-05,0,100,269,63,29,0,0,3,4,0
3cb0ed2d-5579-44c6-9735-b48d24520fee.singles,10,20,0.0005529271500000003,0.07610404432000001,0,0.005084507079999999,4,100,5363,64,28,0,0,1,2,0
3cb8d056-389c-49bf-a5e0-bcf900225748.singles,10,20,0.0005262583100000002,0.022202867450000014,0,0.0010339220600000005,1,100,1518,57,27,0,0,4,2,0
3d39948d-f531-4541-a553-7dac5c1a59d5.singles,10,20,0.0005591411299999999,0.08828334405999999,0,0.00083535539,1,100,6259,68,29,0,0,2,2,0
3d726825-b70a-4700-84cc-f6e56f3f74ca.singles,10,20,0.0005228417700000003,0.0071799408099999995,0,8.012036e-05,0,100,472,60,29,0,0,0,2,0
3da022ca-d4f2-4660-b5dd-b6d081e42cd1.singles,10,20,0.0005521170899999997,0.04001991736,0,8.282866000000002e-05,0,100,2665,65,29,0,0,3,3,0
3dd74bd6-ba4d-49ec-86f5-5566a1d7844c.singles,10,20,0.0005103089500000001,0.00490768898,0,0.00257051609,3,100,255,61,30,0,0,0,3,0
3e7fedce-f5c7-46d3-b708-9be99cfb9ad4.singles,10,20,0.0005496581799999999,0.06988892113999999,0,8.334051999999997e-05,0,100,5977,66,30,0,0,3,1,0
3ea29376-063b-4a5c-bf09-34e435809078.singles,10,20,0.0005517694399999999,0.04092011019999999,0,0.07302211830000002,30,100,2552,62,29,0,0,1,4,1
3f2da778-97da-4b14-abb8-a536b206d816.singles,10,20,0.0005059656999999998,0.00394277084,0,0.0008966894399999998,1,100,139,59,27,0,0,4,3,0
3f519177-5d9d-4b5d-92c5-7d5ec39d7db4.singles,10,20,0.0005459613900000001,0.13581435203999995,0,0.00267866484,3,100,10209,65,29,0,0,1,5,0
3f7aa0c2-6c53-4275-b018-e928e69f3973.singles,10,20,0.0005224200700000003,0.018516130179999993,0,8.131507000000001e-05,0,100,1341,64,29,0,0,1,3,0
3f8d0a48-9dfd-41cd-95c5-6f32dea31fec.singles,10,20,0.0005057137100000001,0.00379420768,0,8.179221999999998e-05,0,100,130,61,28,0,0,0,2,0
3fa68671-10bb-4eb5-8b48-eae048167447.singles,10,20,0.00055493737,0.01901800484,0,0.16314492563,34,100,1143,64,30,0,0,2,4,0
3fb9935e-c692-4046-a04e-ebd3b4444586.singles,10,20,0.0005307102399999998,0.02512176586,0,8.258955000000003e-05,0,100,1707,63,28,0,0,3,4,0
3fbaefbc-5a04-4a1b-8995-3dbd6e9f9c16.singles,10,20,0.00050820476,0.004876061689999997,0,8.221136e-05,0,100,257,61,29,0,0,0,2,0
3fc1b705-3f7e-4fb5-9651-9a658efa1803.singles,10,20,0.0005538084700000001,0.07265439875999999,0,0.0009174845599999998,1,100,4955,64,28,0,0,5,2,0
404c7a94-4f98-442e-abd0-d97b382444a8.singles,10,0.471565743,0.00051137258,0.010487004780000005,1.312e-06,8.260668000000001e-05,0,100,583,65,29,0,0,0,4,0
404e15fd-43a6-4c88-9537-ec156d6c9923.singles,10,20,0.0005378763000000003,0.03715580996999999,0,0.0042816404,4,100,2745,61,29,0,0,3,2,0
40a2576b-e961-4558-8dbf-74ff293959ef.singles,10,20,0.00053944197,0.05256246535000002,0,0.005071924849999999,5,100,3729,66,30,0,0,1,3,0
40bde607-f94e-45cb-b004-eb40eb963196.singles,10,20,0.0005362002200000001,0.005682839449999998,0,0.010890314529999999,10,100,271,66,28,0,0,1,2,0
40e42c30-ee07-4fa4-b39b-982787a62926.singles,10,1.582315423,0.0005160639000000001,0.00827911355,1.593e-06,0.0009380299200000001,1,100,509,62,30,0,0,0,2,0
411c8bda-3974-42c8-9e73-aebb225526e7.singles,10,20,0.0005201081200000003,0.0031612194199999995,0,8.121848999999999e-05,0,100,152,60,28,0,0,1,4,0
419caf5e-b567-4f2a-8499-17806c66f1e3.singles,10,20,0.0005407545000000003,0.028929523020000004,0,8.297284000000004e-05,0,100,1637,65,29,0,0,2,3,0
41bdad01-d40f-418a-bb7b-e6e8a520d625.singles,10,20,0.0005255784199999999,0.009400276379999998,0,0.005871201649999998,5,100,520,61,28,0,0,4,3,0
41c29d46-e0bd-4000-9a1b-d9d055d2b2f2.singles,10,20,0.0005205846600000001,0.0058206020500000035,0,0.00203646666,2,100,284,63,29,0,0,0,3,1
41d0c8ca-b9cd-45c7-a624-e6bc729e93db.singles,10,20,0.0005463272800000002,0.07636323151999998,0,0.006277696919999997,5,100,4809,67,30,0,0,1,1,0
4231a793-721b-4702-b9dc-35eebd89cf40.singles,10,20,0.0005469632300000001,0.01574527076000001,0,0.09880082214999997,25,100,954,62,28,0,0,1,4,0
424a2cff-f16a-4b32-a01b-af8e1fc9fbd1.singles,10,0.546267164,0.00051388325,0.006444084610000001,1.343e-06,8.366473999999999e-05,0,100,329,61,28,0,0,3,3,0
42532c73-1a34-4deb-b124-c33202fd196e.singles,10,20,0.0005269643799999998,0.013536550679999995,0,0.0018017905299999998,2,100,1024,61,29,0,0,5,2,0
426fb34b-e785-40ff-95c1-89a0029cadd8.singles,10,20,0.0005185085500000003,0.003976646889999998,0,0.0032522018600000023,3,100,158,63,30,0,0,5,3,0
42b0f7ef-0006-4d38-bc95-5fbc82fc914a.singles,10,20,0.0005432388099999999,0.02931805763000001,0,0.0077929539400000015,5,100,1809,61,29,0,0,2,2,0
42f96aeb-b7b3-4ca2-8cff-6e7a3a5cb354.singles,10,0.040193347,0.00051953239,0.010936173680000003,1.694e-06,7.966267999999996e-05,0,100,522,65,30,0,0,2,2,0
42fd673f-2965-484d-a7b3-a4507a8f725e.singles,10,20,0.000532102,0.010171959260000005,0,8.288307999999999e-05,0,100,562,61,29,0,0,4,3,0
4363bd6a-1a11-467e-a0ad-1b24106995bb.singles,10,20,0.0005135738799999999,0.0037269248299999997,0,0.0017250908299999996,2,100,133,61,29,0,0,0,3,1
43696c51-1f7c-4ad5-9180-d4c7d5b9d1bf.singles,10,0.312358001,0.0005323942499999999,0.02572208759,1.2043e-05,8.212443000000002e-05,0,100,1645,63,29,0,0,1,2,0
43cbee97-063f-491d-b47d-585da755e225.singles,10,20,0.00052438236,0.007557082650000001,0,0.005915474840000002,5,100,473,56,27,0,0,0,3,0
43d9dd5d-fe8c-4edd-85d8-346770232d5e.singles,10,20,0.0005035612099999999,0.0020733570999999997,0,8.232889e-05,0,100,50,62,29,0,0,3,4,0
43fb35fd-2ad2-4b01-a6a0-c0b537deafba.singles,10,20,0.0005482249399999998,0.18078770091999996,0,0.00451947008,4,100,14339,67,29,0,0,3,3,0
44021bef-73b9-4175-98ee-1f14c12caa8a.singles,10,20,0.0005426015499999997,0.052471264659999954,0,8.370215999999998e-05,0,100,3894,63,29,0,0,2,4,0
44093f15-d06e-4418-8356-b8e13a57ec92.singles,10,20,0.00052026028,0.012455739550000004,0,0.0019477196999999997,2,100,751,62,28,0,0,3,3,0
441ba13b-5d83-4287-b02c-2497815283d9.singles,10,20,0.0005638310500000001,0.05739212388999998,0,0.00760561458,6,100,4752,62,29,0,0,4,4,0
4427fad5-ce84-4b3a-90df-61e2db73446b.singles,10,4.979912969,0.0005344307699999999,0.01881026042,2.043e-06,0.005125178440000002,5,100,1064,67,29,0,0,2,3,0
446fbec7-e0b9-499a-90d1-b004f9e6ab4e.singles,10,2.833709695,0.0005511144899999998,0.41798933233000013,1.312e-06,8.336008000000002e-05,0,100,33935,68,31,0,0,2,3,0
44779ab8-e192-4959-bfae-061061b8644b.singles,10,20,0.0005094855900000001,0.0033137358000000015,0,0.0017616590599999998,2,100,129,55,29,0,0,1,3,0
4486d872-2f27-427a-86eb-7a6a4761e208.singles,10,20,0.0005082868100000003,0.006538290149999998,0,8.146978999999999e-05,0,100,319,61,30,0,0,0,4,0
44bc3a1e-c3cc-4ce2-9ec5-41bbdfa7c147.singles,10,20,0.0005235143900000002,0.014640037670000002,0,0.00080422481,1,100,907,64,29,0,0,3,2,0
44f9be4e-fcb7-41e6-836e-52265d3264aa.singles,10,20,0.0005519707400000001,5.346046102930001,0,8.676727000000004e-05,0,100,388516,62,27,0,0,1,2,0
452e8c1b-2f67-4248-821a-f7377223b5ca.singles,10,20,0.0005177053699999996,0.010293013940000005,0,0.0008594015500000003,1,100,581,63,29,0,0,1,2,0
45714564-64c2-4fb2-9555-da1b74025984.singles,10,20,0.0005485962,0.08181568741999999,0,0.00118645679,1,100,5171,68,29,0,0,3,2,0
45aa4908-9535-4ea4-a1b4-cbec46ed6183.singles,10,20,0.0005582746000000002,0.02293003396,0,0.07522411144999999,30,100,1353,63,29,0,0,2,2,0
45c95ba1-85bb-433a-b33c-6a382fbd1f8d.singles,10,20,0.0005182861500000003,0.00781723465,0,8.116353000000002e-05,0,100,418,61,28,0,0,4,3,0
46c74a23-9c7e-4554-9ac6-f61186196d5d.singles,10,20,0.00056319742,0.10835378910000003,0,0.0032056473299999994,3,100,7149,64,31,0,0,1,2,0
47029695-5d74-4339-ab63-16eb18685d49.singles,10,20,0.0005471006100000001,0.22589491664,0,0.018565538169999996,15,100,15807,69,29,0,0,2,1,0
477c46f6-c7c4-4b3c-84a6-0148f27fd9fa.singles,10,20,0.0005075171400000001,0.003167584629999998,0,8.239982000000001e-05,0,100,117,62,29,0,0,1,2,0
47b051e8-517f-4a00-b59f-8608162074f2.singles,10,20,0.0005261230000000003,0.021384444400000008,0,7.880434000000001e-05,0,100,1314,65,30,0,0,3,4,0
47bede37-b838-4b04-b3a8-e64ebcedca36.singles,10,20,0.0005066134700000001,0.003895375480000002,0,8.051855000000002e-05,0,100,192,62,28,0,0,0,2,0
47e05e8d-d82e-40f5-ade0-10f15a5b51be.singles,10,20,0.00052901022,0.026168338739999998,0,8.414656999999999e-05,0,100,1731,65,29,0,0,0,4,0
481e6931-82a8-4cd9-b01a-782789e7841c.singles,10,20,0.0005351820500000002,0.04606291980999999,0,8.132866000000001e-05,0,100,3325,63,28,0,0,1,6,0
48d9b7b7-aff1-43fe-8f74-b944faa9a781.singles,10,20,0.0005088131599999999,0.007343941929999997,0,8.118152000000002e-05,0,100,377,61,28,0,0,1,1,0
48dcf1fd-b167-40d4-9b08-c04db198779a.singles,10,20,0.00055773257,0.6718994396699999,0,0.16755031831,38,100,50164,63,28,0,0,0,3,0
49303b2d-5f7f-4125-ba06-469cc6b8236f.singles,10,20,0.0005457443299999997,0.0087902517,0,0.12709994523000004,28,100,481,60,28,0,0,0,2,0
493907b2-cc33-4f14-8bab-a21fdc4c489c.singles,10,20,0.0005463917,0.054734887200000006,0,0.0009303725200000001,1,100,3536,66,30,0,0,2,3,0
4981b9b3-b2df-4a58-b2e1-e018b11e696f.singles,10,20,0.0005545902699999999,0.00437982845,0,0.4206988890900001,72,100,202,55,27,0,0,3,2,0
499e6564-652f-4538-8be7-ef8df3e671ff.singles,10,20,0.0005487149400000001,0.017564755040000005,0,0.004848761730000001,3,100,1486,59,28,0,0,2,2,0
49cc3598-2c11-4b25-8d48-013bf2ff48e7.singles,10,20,0.0005106329600000003,0.011568882499999997,0,8.195689000000001e-05,0,100,633,63,28,0,0,0,3,0
4a2833f4-cfaa-4f49-a856-dd0c3e7d5162.singles,10,20,0.0005472788500000001,0.00181478699,0,0.033940024209999996,17,100,42,61,28,0,0,1,3,0
4a388584-64f1-4e83-baba-e80f4146bc4a.singles,10,20,0.0005639176699999999,1.0549480234400006,0,0.001729387970000001,2,100,83125,66,30,0,0,1,2,1
4a726841-f34f-404f-8414-17897a8502f5.singles,10,20,0.0005170411100000001,0.00830777795,0,8.163791e-05,0,100,460,63,28,0,0,3,4,0
4aa3a623-68b0-4004-8612-30297b87e6e5.singles,10,20,0.00052086376,0.00875433713,0,0.0026034619700000005,3,100,538,63,29,0,0,2,2,0
4aee8b3a-79f9-4417-ab2a-8978ff638c78.singles,10,0.049946219,0.00055310945,0.016475527570000006,1.513e-06,8.204652999999998e-05,0,100,998,64,31,0,0,3,3,0
4af55af0-0d15-40c9-a3c5-33be455a0c4c.singles,10,20,0.00054085248,0.051834338570000006,0,8.168682000000002e-05,0,100,4177,67,30,0,0,1,3,0
4b33f2b9-2a09-4b12-8e5b-7a03411409c2.singles,10,20,0.0005561925900000001,0.10112089253,0,0.41594716932,63,100,8006,65,28,0,0,1,2,0
4b59822a-c079-40fc-9537-1de190bb4754.singles,10,20,0.0005629679000000001,0.0115425359,0,0.00683265337,6,100,653,64,29,0,0,2,1,0
4c24d764-f7ad-4a39-84ee-8ee0ab5cf032.singles,10,0.293521714,0.0005028288900000001,0.00263739472,3.777e-06,7.958155e-05,0,100,79,60,30,0,0,1,3,0
4c486be8-1208-4e17-b8d0-f85b7ae7fb34.singles,10,0.32602556,0.0005111228599999998,0.0067807451800000005,1.362e-06,8.257202e-05,0,100,304,63,28,0,0,3,3,0
4cb73496-9f7f-40b6-b3c1-4578653ba323.singles,10,20,0.00052758964,0.018179050010000003,0,0.0039531269099999985,4,100,1293,65,30,0,0,0,4,0
4cf0c413-424f-4df2-91d9-ffdc2339d93c.singles,10,7.535646191,0.0005493888800000002,0.06570697876,1.372e-06,8.346399000000001e-05,0,100,3946,66,31,0,0,2,2,0
4d3a5cc8-a42c-4f9a-b7c8-2a0f0b0a24c0.singles,10,0.046611162,0.00054545524,0.8886718756199997,1.293e-06,0.0009219131400000002,1,100,61819,67,30,0,0,3,3,0
4d3d4083-5828-493f-b651-ea46cbbe806b.singles,10,20,0.0005437277799999997,0.04782974748999999,0,0.009034442470000004,8,100,3069,61,29,0,0,2,2,0
