instance,n,cpu_time (s),duplicates time (s),graph time (s),time spent on optimisations (s),time illegal solutions (s),iterations,number_of_runs_for_time_data,number_of_cycles,number_of_duplicates,number_of_covered_tiles,corner_check_hits,edge_pairs_hits,pairs_isolation_hits,sandwich_pairs_hits,sandwich_triple_hits
4d62d7e2-d6b0-40ec-9d2f-9fb9f758fa74.singles,10,20,0.0005399429399999998,0.04025389121000001,0,8.070236999999999e-05,0,100,2883,67,30,0,0,3,1,0
4da09f91-0799-4ea7-a6ae-afcab6bc0db1.singles,10,20,0.0005564486599999999,0.01614446061,0,0.0025688648200000003,3,100,941,65,30,0,0,4,2,0
4dbed8fa-fa74-4dbb-b4e1-1b7fc6427314.singles,10,20,0.0005254789100000002,0.023560827450000002,0,8.079508e-05,0,100,1695,61,28,0,0,1,1,0
4df70ab4-8144-440f-8a1a-c1d1ff6cd361.singles,10,20,0.0005755500700000003,0.01248106947,0,0.04286810435,22,100,802,62,30,0,0,2,5,0
4df9ec38-a467-4204-9cab-15ea3d4fceb9.singles,10,20,0.0005246135499999999,0.008513967150000001,0,0.0028812046499999988,3,100,411,66,30,0,0,1,2,0
4e78515e-0c0b-4519-8531-5d159cb9f4bc.singles,10,20,0.0005034109500000002,0.0010947249899999998,0,7.997215e-05,0,100,16,56,29,0,0,1,3,0
4fd677a5-016f-4adc-a444-e495696ef169.singles,10,20,0.0005356143200000001,0.01158409001,0,7.841072e-05,0,100,661,65,29,0,0,0,3,0
50576ac9-1b34-4de6-bdf0-f602994e18fb.singles,10,20,0.00053989394,0.09910021772999998,0,0.001662588599999999,2,100,6928,64,30,0,0,2,2,0
508b4730-e7f8-4784-8ede-1c1d44f3d4c5.singles,10,20,0.0005486771399999998,0.027914926880000003,0,0.10338086554000002,26,100,1955,66,29,0,0,0,2,0
50aedb5c-44e7-4760-bd66-ae294fb7c157.singles,10,20,0.00054407605,0.2506181191399999,0,0.010837467730000001,9,100,20794,63,28,0,0,2,2,0
50dfe9e6-dbf5-40ef-a60e-3aa8aa63e257.singles,10,20,0.00055138075,0.09442670228000002,0,0.00208984724,2,100,8360,60,27,0,0,3,3,0
511396d7-a1c1-482d-b92f-0bddba1702ad.singles,10,20,0.0005404030899999999,0.019932365780000006,0,0.0008725374400000002,1,100,1411,63,27,0,0,1,3,0
514e97f2-3bd7-46d0-bcd6-d9b99e58e81d.singles,10,1.501798082,0.0005114376800000001,0.006981685749999998,1.162e-06,8.021955999999998e-05,0,100,318,62,29,0,0,1,4,0
516dc074-2276-44ba-9ca2-4e9d5b8605e3.singles,10,20,0.00053113609,0.004459237940000001,0,0.017851243710000006,14,100,184,56,28,0,0,4,3,0
5186d989-2c5c-4312-a9fc-cb9804759d24.singles,10,20,0.0005193488399999998,0.010327394,0,8.426646e-05,0,100,508,68,29,0,0,1,4,0
51fde7d8-6b23-4966-b03f-266d0fba4792.singles,10,20,0.00051671581,0.00384328862,0,0.003946361659999997,4,100,156,60,29,0,0,0,0,0
520c555c-34ca-4cb7-bb49-295656d81174.singles,10,20,0.0005409506599999999,0.0036998003000000015,0,0.0015631812599999995,2,100,162,60,28,0,0,1,4,0
524c016c-a77d-495b-bfec-ad78e685a200.singles,10,20,0.0005175195400000003,0.004920252109999999,0,0.0007659274200000001,1,100,286,65,31,0,0,1,5,0
52700bed-c158-458f-b068-9fe4f2f84fde.singles,10,20,0.0005074782500000003,0.0030845503200000006,0,8.211233e-05,0,100,127,66,30,0,0,4,3,0
52ab6ef5-b73f-4311-a51e-075cfe7fe0a8.singles,10,20,0.0005478291600000001,0.00979343038,0,0.05533677088999999,24,100,584,60,30,0,0,1,3,0
52ec8775-5889-4a2d-b8bf-474ef7f2f939.singles,10,20,0.00052238582,0.01614353661,0,8.289196e-05,0,100,989,67,30,0,0,2,3,0
52fc7ae0-39d7-4347-87c4-2fa85ef478b9.singles,10,20,0.0005321625199999999,0.021839296480000003,0,0.0019404303900000005,2,100,1243,65,28,0,0,1,1,0
5344a0c7-b29d-414c-be31-a00dd58d9e18.singles,10,20,0.0005484501899999998,0.5777273147900001,0,0.0034260135200000004,4,100,45660,64,28,0,0,1,4,0
5370e4cb-acc4-4632-a47d-7d409c295dfb.singles,10,20,0.0005431261900000002,0.00519823564,0,0.009839936160000002,6,100,259,59,27,0,0,3,2,0
539b373b-53cc-48b0-8ef0-2af4c7dc75c9.singles,10,20,0.00052334343,0.009839974669999996,0,0.0030066093300000003,4,100,544,63,28,0,0,1,3,0
53bafc85-02b6-431f-a26a-7942ae90dc23.singles,10,20,0.00053139284,0.030514228899999992,0,0.00092374182,1,100,1882,68,29,0,0,3,2,0
53e97365-3192-4d9c-b235-76b0d4aa4669.singles,10,20,0.0005155986000000002,0.008104687330000004,0,8.250681999999999e-05,0,100,488,61,28,0,0,1,3,0
5425eac3-8797-4da0-aea5-fafea8b083b4.singles,10,20,0.0005212778599999998,0.011837635850000002,0,0.0017601916299999996,2,100,665,61,29,0,0,4,2,0
555d0f78-dba9-4353-b956-5b38c9b4e257.singles,10,0.841109898,0.0005385376399999999,0.01914225588,1.362e-06,8.087578000000001e-05,0,100,1204,63,30,0,0,1,3,0
55df13f7-8aac-4456-ac1d-e1942929357f.singles,10,20,0.0005486979700000001,0.027197579019999987,0,0.00287616303,3,100,1886,63,29,0,0,2,2,0
5648fd82-1423-43a1-807c-7d6dbed80c66.singles,10,20,0.00052694533,0.019296353109999997,0,0.003915231149999999,4,100,1123,63,29,0,0,4,2,1
56836379-7a67-4e2a-baf5-7c5f430a93f6.singles,10,20,0.00052965678,0.02960645795,0,8.395209999999996e-05,0,100,1743,65,29,0,0,1,3,0
5693906f-bac0-4d3a-9aeb-eca817261296.singles,10,1.242341808,0.00053482349,0.013750422530000004,3.166e-06,0.0008269084999999999,1,100,770,62,30,0,0,3,2,0
56a2ef10-433b-4e3a-a4d3-e6c565f7ba98.singles,10,20,0.0005456183699999997,0.26947094092,0,0.0008913244999999999,1,100,18344,62,29,0,0,2,2,0
5730b9d4-a08b-4d64-8b21-59cc1e226525.singles,10,20,0.0005270137499999999,0.006304259610000001,0,8.024318999999998e-05,0,100,315,62,30,0,0,2,3,1
5795c7bf-d6ea-4304-8ce1-adc53800030e.singles,10,20,0.0005058428999999999,0.003994959419999999,0,8.165194000000002e-05,0,100,171,60,29,0,0,0,4,0
57997253-5330-4f22-82e7-741bb502b682.singles,10,2.380531941,0.0005531449099999998,1.38583065943,2.225e-06,8.862225000000001e-05,0,100,108125,69,30,0,0,1,3,0
579da4b4-b3a6-40ed-8aa7-059d3a43b847.singles,10,20,0.00053736362,0.0028908297100000008,0,0.02603560271999999,11,100,136,57,28,0,0,2,3,0
57bbe928-c5b7-438c-8224-7b8af3481eda.singles,10,20,0.00053667177,0.017478961650000003,0,0.00330334444,3,100,1231,60,27,0,0,2,2,0
5835a888-b0c0-4bb7-ad35-efc219aaf179.singles,10,20,0.0005239111699999999,0.017390623719999995,0,8.179439e-05,0,100,974,70,31,0,0,4,3,0
58b64477-3e7a-4e3c-a84e-5a3e0b806403.singles,10,20,0.0005461135600000002,0.1719686567,0,8.758228999999996e-05,0,100,14224,62,27,0,0,3,2,0
58d202a8-36a7-410b-9d51-6f4c2e928881.singles,10,20,0.0005401609900000001,0.015913931189999998,0,0.01219460309,9,100,1020,62,29,0,0,3,2,0
5a0429ad-e3d3-4700-a09f-f019cd13723f.singles,10,20,0.0005326389600000001,0.01927792687,0,0.00095095258,1,100,1289,64,29,0,0,1,4,0
5a0509df-9313-4613-9f20-0da7fc34199c.singles,10,20,0.0005456137100000004,0.05177794605000001,0,0.0030554237300000012,3,100,3776,60,29,0,0,2,3,0
5b1336d0-99cb-4c15-a7c3-dba3f8d91512.singles,10,20,0.0005035287200000002,0.004385863619999999,0,0.00172476763,2,100,210,59,27,0,0,2,2,0
5bf2544e-8889-4f48-bdb3-0cd739085933.singles,10,20,0.0005084108899999999,0.00728679385,0,7.986728e-05,0,100,375,63,30,0,0,1,2,0
5c29856b-1930-4830-bee7-25b8ca5fcec7.singles,10,20,0.0005522272899999999,0.07424110750000001,0,0.18139941908000004,37,100,6156,64,29,0,0,2,3,0
5c72a26f-bb15-47d6-bb0f-c2f990c87195.singles,10,20,0.0005516650499999997,0.29485247294000005,0,8.623324999999999e-05,0,100,20016,62,29,0,0,3,3,1
5c98c30c-f8b9-49bd-a2f7-607b854c30fd.singles,10,20,0.0005272742000000003,0.00708912161,0,0.00075506607,1,100,341,62,29,0,0,0,3,0
5c9c3db6-3960-4269-aa0e-134d80cbb3f2.singles,10,6.410213456,0.0005402329000000002,0.04938275695999999,1.663e-06,0.004701491309999999,5,100,3156,64,30,0,0,2,1,0
5cbe5ef5-e075-4463-bfbb-6307ee8fcd44.singles,10,20,0.00054265426,0.029203695219999992,0,0.0008153630500000002,1,100,1597,66,30,0,0,2,4,0
5cfa450c-cdbb-4bf8-b250-e96d92273bb1.singles,10,4.675088056,0.0005311425200000001,0.024754058880000006,1.473e-06,8.345472999999999e-05,0,100,1413,66,30,0,0,2,4,0
5d02b417-1682-4386-883c-a5b910693f3b.singles,10,20,0.00053380548,0.007892657670000002,0,0.008702878799999998,7,100,441,57,28,0,0,2,2,0
5d3ddaf4-b869-45c5-be82-d5425ed2f873.singles,10,20,0.00052539849,0.01562081756999999,0,8.160710999999997e-05,0,100,1114,62,30,0,0,1,1,1
5d5a2d0a-eb15-4307-aa5d-57a5a57cecf9.singles,10,20,0.0005679921200000002,1.2388446358299996,0,0.0009163228699999999,1,100,93073,68,30,0,0,1,2,0
5dacf6dc-7f6e-4709-9384-486e476c043f.singles,10,20,0.0005371384700000003,0.03937708220999998,0,0.0007863007500000001,1,100,2430,70,29,0,0,0,4,0
5db23fd9-6470-414d-99cf-4bedbf79ecb0.singles,10,20,0.00050504384,0.003245709639999999,0,0.0007410682299999998,1,100,96,59,28,0,0,1,3,0
5df15990-d3ac-4b0c-96ce-529f9bf4d952.singles,10,20,0.0005268191499999999,0.0037217428200000003,0,0.0022578812999999994,3,100,150,64,30,0,0,0,3,0
5e901e14-faba-460c-8207-ccbc270a5f07.singles,10,20,0.0005315217499999998,0.02402168005999999,0,0.00281153014,3,100,1553,66,29,0,0,2,3,0
5e96dcc6-86dc-4a63-ae44-ac5f28c27e76.singles,10,20,0.0005539558000000002,0.016578298440000003,0,0.0019168754800000006,2,100,904,67,30,0,0,2,4,0
5e9a52a8-7824-4acc-beaf-83ead44d6da4.singles,10,20,0.0005641396299999999,0.027795333919999995,0,0.14396208344000003,32,100,2000,63,27,0,0,0,0,0
5eaac6ad-3f78-44aa-ab3e-dcce9dc2f51f.singles,10,20,0.0005380971199999998,0.00821839303,0,0.0017497515299999997,2,100,441,65,30,0,0,4,3,0
5ebc46ea-270e-4ced-b300-33a063da8d43.singles,10,20,0.0004977496099999998,0.0017525314100000002,0,8.078643e-05,0,100,55,57,28,0,0,3,3,0
5ec488e8-c3cc-44b1-a145-3f783e6554cb.singles,10,20,0.0005639383699999999,0.044735597099999996,0,0.02018668282999999,14,100,2965,61,30,0,0,1,2,0
5f0da02a-5481-44c0-aabf-b72e804fb484.singles,10,20,0.0005095620300000002,0.0035898529899999992,0,8.695583999999996e-05,0,100,141,59,29,0,0,4,3,0
5f618ed0-c46e-4f81-80f6-24c7fb466f92.singles,10,2.917214181,0.0005375915,0.052920692000000005,1.443e-06,0.0009030795699999998,1,100,3593,61,29,0,0,4,4,0
5f6a8d74-941e-4a04-b740-909a8352b4c9.singles,10,20,0.00052418333,0.018169012149999993,0,0.0011565657800000002,1,100,1150,65,29,0,0,1,5,0
5fadb69c-cdfd-4665-8f25-27d848cd66ce.singles,10,20,0.0005386980099999998,0.03370601926,0,0.0008311490899999999,1,100,2287,65,28,0,0,1,4,0
5fef7fe4-b3bf-4908-976e-ae7e22259b87.singles,10,20,0.0005166516799999997,0.004246841580000001,0,0.0015844829400000007,2,100,150,62,29,0,0,5,1,0
6014a8d9-b3bb-46bb-849a-a6e7725332cb.singles,10,5.420337302,0.00050681378,0.0037139065599999977,1.884e-06,8.090405e-05,0,100,129,60,29,0,0,1,3,0
601544a8-4cdf-42af-ac7a-49d4fe62a1c9.singles,10,20,0.00053690858,0.02455644779999999,0,0.003560230360000001,4,100,1536,64,29,0,0,1,3,0
601cbec0-9698-4f09-8f6a-c2dfaf1c3fd5.singles,10,20,0.0005291998599999998,0.023796347730000004,0,8.242387000000003e-05,0,100,1495,68,31,0,0,0,4,0
6099ad71-014a-4bb9-941d-93e38a10052f.singles,10,20,0.0005460948500000001,0.03413193803,0,0.00450755608,5,100,2283,64,29,0,0,3,3,0
60f6558a-e905-48c6-acfe-e3bb3ed87694.singles,10,1.117203448,0.00054030439,0.04572702345000002,1.263e-06,8.085021000000001e-05,0,100,3162,65,30,0,0,4,4,0
611aa973-bd40-4273-a752-500e6a9df9f2.singles,10,20,0.00052998488,0.016630761999999993,0,0.0015685092599999994,2,100,982,66,30,0,0,3,3,0
614fcd67-77eb-4176-8577-88221dae2a41.singles,10,20,0.0005330613300000002,0.027271780960000016,0,8.506195000000003e-05,0,100,1572,62,28,0,0,0,4,0
619463d4-4dfd-4091-a8e3-384f02dd145b.singles,10,20,0.0005479177900000002,0.12101736791,0,8.321061000000001e-05,0,100,8927,64,30,0,0,1,2,0
620e2fc2-75d0-475c-8709-6eb9748a9b57.singles,10,20,0.0005401321099999998,0.005649390249999998,0,0.028271718359999996,19,100,356,61,29,0,0,3,2,0
622fcc67-cd78-414e-96bd-6cdbb92bb118.singles,10,20,0.0005286484099999999,0.0223118735,0,8.167436000000002e-05,0,100,1234,65,29,0,0,3,2,0
62376b29-374b-4426-b128-943260f7a2fe.singles,10,20,0.0005187156599999999,0.010123094540000004,0,0.0008613478199999995,1,100,529,63,31,0,0,4,3,0
62383ded-4a50-4146-97ad-c4c8541b1ad5.singles,10,20,0.0005516397899999999,0.07660944302,0,0.0034852549799999997,4,100,5118,63,27,0,0,0,4,0
6262af17-f6af-48d2-a099-71b656018f2c.singles,10,20,0.0005249308299999998,0.003804710390000001,0,0.00271129221,3,100,168,57,28,0,0,4,5,1
6274f7ba-3e3b-4fd8-b3f4-a9754ee0d693.singles,10,20,0.00054046164,0.04645825999,0,8.139876e-05,0,100,2840,64,29,0,0,1,3,0
62b820d3-8637-444c-a903-8d68df79bc62.singles,10,20,0.00052178318,0.01530673633000001,0,8.916895000000005e-05,0,100,1075,65,28,0,0,3,1,0
62f21c77-7de1-4bca-be4a-c32b7de387ee.singles,10,20,0.0005278937499999998,0.008676542700000001,0,0.0007987053799999996,1,100,494,60,27,0,0,5,3,0
634ef8f9-2bd7-4ea7-af08-596c4c921cd6.singles,10,20,0.0005515848699999996,0.002114394539999999,0,1.05284667765,105,100,50,58,28,0,0,4,3,0
63780a80-b250-4b59-960b-28b955cc473a.singles,10,20,0.0005460930199999999,0.08146863994000003,0,0.002830951879999999,3,100,6493,62,28,0,0,1,2,0
63d86159-3120-4ff4-ad21-2167a84850bb.singles,10,20,0.00050328125,0.005824673089999998,0,7.926168e-05,0,100,269,58,27,0,0,1,2,0
64177807-0e92-406e-99ce-ca72bd7d76f7.singles,10,20,0.0005342640599999998,0.03363172480999999,0,8.042658999999999e-05,0,100,2171,64,29,0,0,4,2,0
6420eaf4-53ed-46b4-bd84-2ad44db7790d.singles,10,20,0.0005346225000000002,0.013818466640000002,0,8.394816000000001e-05,0,100,1023,62,29,0,0,2,3,0
6469250e-6bbc-4261-a252-0db6b848c511.singles,10,20,0.0005285317999999999,0.018020497200000003,0,8.431152999999998e-05,0,100,1079,65,28,0,0,2,3,0
647e240f-c930-4429-8063-caa14d6ac8e4.singles,10,20,0.00054289204,0.00739039645,0,0.0046317015999999996,4,100,344,63,29,0,0,2,4,0
649ea6df-e6bf-4762-8f7c-ee27eef30eb1.singles,10,20,0.0005413903600000001,0.03891502245,0,0.0023616699899999998,2,100,2567,60,28,0,0,1,3,0
64b23312-41b2-4894-9aa1-162cc2951ff6.singles,10,20,0.0005361980900000002,0.04370195969,0,8.493728000000004e-05,0,100,3176,61,27,0,0,2,3,0
64b265ef-298e-43f6-8725-0240c2728044.singles,10,20,0.0005541186400000001,0.059119597509999997,0,0.009198661660000003,8,100,4298,61,27,0,0,3,2,0
64f0c3a0-a99f-43f7-85b4-3f6df5602a13.singles,10,20,0.0005669136300000001,1.03228803631,0,0.00177531225,2,100,82936,67,29,0,0,0,3,0
655db00c-e1b6-48e6-95de-921fbed13321.singles,10,20,0.0005186424899999998,0.010525398390000001,0,8.000389000000001e-05,0,100,496,64,29,0,0,0,3,1
65b2e10d-559c-411a-8ff8-dfab49f8af45.singles,10,20,0.00051611763,0.003821310110000001,0,0.004801256009999996,5,100,173,60,29,0,0,2,5,0
65c9e31b-9efb-4325-a98c-af3e0c1a94bb.singles,10,20,0.0005313890799999998,0.011533648030000001,0,0.0008712338,1,100,540,62,28,0,0,3,4,0
662afa99-cbd2-4125-8fdf-079923e325e2.singles,10,20,0.0005094573799999999,0.0032320755399999988,0,0.0018093628499999998,2,100,135,59,28,0,0,5,2,0
66c5c97b-e3c4-4e64-9a42-bbff3c2839a8.singles,10,20,0.0005082784599999999,0.002819154839999999,0,8.251947000000002e-05,0,100,87,60,28,0,0,3,2,0
67513247-5033-4b36-b952-3fdd4f1f68b3.singles,10,20,0.0005468786300000001,0.05915765978999996,0,0.0008197682099999999,1,100,4909,60,29,0,0,0,2,0
676333da-6dc1-44a1-a33f-834f9e05b1f4.singles,10,20,0.0005176960499999998,0.006029495150000004,0,0.0017343192199999998,2,100,273,65,30,0,0,2,3,0
67d752c9-b4bf-43ff-b52e-bfad9394932b.singles,10,20,0.0005445342600000001,0.15922525251999997,0,0.004748665329999999,4,100,10602,63,29,0,0,2,3,0
67eef622-da91-4c46-938d-eef3cad51328.singles,10,20,0.0005298922099999999,0.01842755443,0,0.00361511419,4,100,1011,62,30,0,0,0,4,0
681c212e-a04c-4fa2-bc26-397411049d56.singles,10,20,0.00053465091,0.009736205970000002,0,0.0038208892300000004,4,100,533,60,29,0,0,1,2,0
685e6c05-ac89-4c12-91ef-5932ec62f5d8.singles,10,20,0.0005457414599999999,0.03321233085,0,8.264418999999996e-05,0,100,2086,61,30,0,0,3,4,0
688c09ce-57a9-462c-aa0e-7c84a28f95c7.singles,10,20,0.0005174058099999998,0.012460693320000002,0,8.267341000000003e-05,0,100,696,65,29,0,0,5,2,0
68b990df-ac3b-4022-9532-ebab84dc54ba.singles,10,20,0.00051410639,0.008511461159999999,0,0.00082000961,1,100,542,64,28,0,0,2,5,0
68c23380-b07f-48de-a42c-56a521ffe705.singles,10,20,0.0005044562300000002,0.004543802220000002,0,8.051787000000001e-05,0,100,191,60,28,0,0,1,2,0
69031f34-2bfe-4625-b35f-5965f7024a6c.singles,10,20,0.00056302989,0.11224071494000006,0,8.614721999999999e-05,0,100,6840,68,29,0,0,0,1,0
6917bd50-a172-454b-bb46-e2824d45c870.singles,10,20,0.0005190927400000002,0.0072867164299999995,0,0.00372601048,4,100,393,64,28,0,0,1,3,0
692d7308-ca52-4e3b-9113-2f51dcb04010.singles,10,20,0.0005357187700000002,0.03899311682,0,8.161182000000002e-05,0,100,2589,66,29,0,0,2,2,0
69e035a0-2e86-4c87-948c-aba2700b8797.singles,10,20,0.00050572846,0.0016244252399999998,0,0.0016634262499999996,2,100,40,59,29,0,0,1,3,0
6a0faba2-f96e-4721-821e-9959b25cda2c.singles,10,20,0.0005606547199999999,0.04293511261,0,0.005998304049999998,5,100,3152,65,31,0,0,1,2,0
6a3787ab-9917-49d6-b191-fedade6579d4.singles,10,20,0.00053161404,0.002845896490000001,0,0.00873721919,7,100,127,58,29,0,0,2,2,0
6a3a124b-0480-4372-b9a2-6035abdbf720.singles,10,20,0.0005161778999999998,0.007174367649999998,0,7.971239000000003e-05,0,100,355,65,29,0,0,1,2,0
6a535f91-0906-43b3-a148-e76fb921ffd5.singles,10,20,0.0005199858500000002,0.01492051295000001,0,0.0008776738099999996,1,100,853,65,28,0,0,0,3,0
6a5d96c2-446b-4369-ad66-f4bf4b58a478.singles,10,20,0.0005471239100000002,2.2282018040300002,0,0.0032336539700000004,3,100,171479,63,28,0,0,1,2,0
6a68f8d6-2176-468d-a5a3-7c3fe9d75056.singles,10,20,0.0005491928899999998,0.0028809967400000003,0,0.14648652508999993,46,100,122,60,29,0,0,1,2,0
6a96ced4-0509-4ef2-9e11-30a18dc748f3.singles,10,20,0.0005366767799999998,0.029271751600000014,0,8.526605e-05,0,100,2261,61,28,0,0,1,4,0
6b312899-eb42-4e0d-8b94-350006ee64b5.singles,10,20,0.0005287500600000001,0.019435975550000005,0,0.0017435448700000003,2,100,1236,63,28,0,0,3,5,0
6b5d8dd5-7e33-44ac-ad04-4b3ef14c1c9a.singles,10,20,0.00052314038,0.01211666583,0,0.0017509127999999997,2,100,937,57,27,0,0,0,1,1
6b92e9f6-3062-403c-990c-09a876db8bc1.singles,10,20,0.00050940302,0.00450430685,0,8.277580000000001e-05,0,100,143,58,29,0,0,0,2,1
6bcb49ba-5050-4f40-b20c-520b7203ed69.singles,10,20,0.0005202734500000001,0.0018029457000000005,0,0.01029802888,5,100,53,57,28,0,0,0,3,0
6bde4516-15d5-44dc-8d35-aec6a64b01ad.singles,10,20,0.00051658865,0.0029021749900000004,0,0.0018316144699999997,2,100,120,58,30,0,0,2,4,1
6c9ff076-4bab-4d6f-ab83-87bf05ebe65c.singles,10,0.417544612,0.0005226220099999998,0.0091549922,1.312e-06,0.0017298197299999997,2,100,519,63,29,0,0,2,3,0
6ccc6ab0-c559-4aed-8f84-0d41c2b0e4f0.singles,10,20,0.0005492826900000004,0.07356660834999999,0,0.0018969468299999996,2,100,5480,63,28,0,0,1,3,0
6cec7e08-a1d9-4c80-b6bf-b01a53793204.singles,10,20,0.0005363870399999996,0.014702715569999998,0,0.00172613191,2,100,919,64,29,0,0,0,3,0
6d51cfdb-dd57-435d-a35c-4eb732968af0.singles,10,20,0.0005473782499999998,0.11103124665000003,0,8.840572999999999e-05,0,100,8008,62,28,0,0,2,2,0
6d8898bd-75da-4411-bd34-836c64bf4e9d.singles,10,20,0.0005128232499999998,0.007313875380000002,0,8.352023999999998e-05,0,100,375,64,29,0,0,4,2,0
6d9b9d8b-9369-4fc2-979c-22e2e063192c.singles,10,20,0.00054332493,0.02222221617999999,0,8.381933000000004e-05,0,100,1283,64,29,0,0,0,3,0
6dca530d-a301-4fa8-a237-c08648646b32.singles,10,20,0.0005202142599999999,0.005565032940000001,0,0.00387188324,4,100,295,61,29,0,0,5,2,0
6e022a68-7f92-43e7-9672-4a088531253f.singles,10,20,0.00054026213,0.033513392260000004,0,0.0020134138699999995,2,100,1971,64,29,0,0,1,2,0
6e5320f5-b008-4e9b-8ed9-00db22d35dbe.singles,10,20,0.0005246178799999999,0.009442839869999999,0,0.006141598699999996,6,100,502,65,30,0,0,1,2,0
6e5b476f-5fbf-4619-b6ba-144d55e9bd4f.singles,10,20,0.0005196972100000001,0.01603167402,0,8.129406e-05,0,100,864,64,29,0,0,3,2,0
6f6080b0-1cfb-448a-8a15-fc2ff555da05.singles,10,20,0.00050400896,0.004134622109999999,0,8.110835000000001e-05,0,100,170,62,30,0,0,5,3,0
6fa96f10-da8f-4f90-824f-103402cde605.singles,10,20,0.0005226429300000002,0.009498933759999996,0,0.002996829529999999,3,100,491,64,28,0,0,2,3,0
6ff23b59-ac9b-40d5-a19d-087c7253d086.singles,10,20,0.0005241795499999999,0.00614954138,0,0.009218763310000001,8,100,338,60,28,0,0,3,0,0
6ff85155-7ecc-4d52-9856-1e46dbcc3a8b.singles,10,5.431677569,0.0005434549799999998,0.08352557629,1.433e-06,0.0016162631799999999,2,100,7116,71,31,0,0,0,3,0
6ff864bb-fe71-4749-a081-74ae38782851.singles,10,20,0.0005472698300000001,0.052504465119999996,0,0.01222413942,10,100,3883,61,29,0,0,2,2,1
700a0d28-771c-4483-bd5b-84ae1034e620.singles,10,0.013886642,0.00050941869,0.00452748303,1.382e-06,9.276963999999996e-05,0,100,164,62,29,0,0,1,2,0
70427074-4f0b-443d-825b-b0061854f45b.singles,10,20,0.0005310995900000002,0.01182809964,0,0.0032208058500000003,3,100,657,63,30,0,0,1,3,1
704b1ee0-d486-4d0a-901e-0add91d033ba.singles,10,20,0.000536359,0.027044489440000007,0,0.002357609450000001,2,100,1574,64,29,0,0,0,3,0
70e3a224-06df-4754-b3c0-94d29d55ca87.singles,10,20,0.0005315405099999999,0.02940558012999999,0,0.0016257448100000008,2,100,1642,68,29,0,0,1,4,0
710fbbb1-2ae5-45b5-aa98-8c1a71acb3a1.singles,10,20,0.00057509491,0.027732026419999986,0,0.0072036148999999996,6,100,1615,62,27,0,0,5,2,0
711003ee-50ae-4c88-867f-f7c5d1e57baf.singles,10,20,0.00054946917,0.001916788579999999,0,0.04087081768999999,22,100,52,60,30,0,0,4,3,1
712ae7b2-8311-4f53-8579-2a17a3b447af.singles,10,20,0.0005306825300000001,0.021558765319999996,0,0.001838606959999999,2,100,1555,64,29,0,0,0,2,0
71cf5d29-27f6-49c3-a1dd-17147a0e7e1a.singles,10,20,0.0005231289800000001,0.015398788559999998,0,0.0017976475199999997,2,100,1120,60,27,0,0,2,2,0
724d955d-d142-49e3-8e8a-67ca08f9cacc.singles,10,20,0.00051425426,0.010824728560000002,0,8.149915000000002e-05,0,100,688,65,29,0,0,1,2,0
72520690-4c36-4938-85aa-76ba6532f0e7.singles,10,20,0.0005104192800000003,0.009402725829999996,0,8.842976999999996e-05,0,100,519,59,27,0,0,3,2,0
729396b9-ed30-49a8-b8ff-8a65317238ed.singles,10,20,0.0005448459100000002,0.10206109683000004,0,8.124161000000002e-05,0,100,6776,64,30,0,0,1,4,0
72aa79f1-a463-408b-87ef-217e14773b38.singles,10,20,0.00051696965,0.00718484976,0,8.007351e-05,0,100,318,61,29,0,0,1,2,0
72e89eb3-9efd-4f1a-a2a3-1ac79c92f06a.singles,10,20,0.0005140560999999999,0.005368154229999998,0,0.002691956769999999,3,100,326,59,30,0,0,3,2,1
72fe980d-2c10-43ea-aef7-6b1ac2b2d0f4.singles,10,20,0.0005224950799999997,0.011432281260000001,0,0.00198360615,2,100,727,64,28,0,0,2,2,0
73142408-d381-4331-bcee-9bdab026d82a.singles,10,20,0.0005040406899999999,0.00226205162,0,8.167123000000001e-05,0,100,77,62,29,0,0,2,2,0
735e828c-f003-42e5-994f-b3f5dda5236b.singles,10,20,0.00051024803,0.00777627313,0,8.759932999999998e-05,0,100,464,58,28,0,0,3,2,0
738495c2-e67a-4b40-a664-b1787d1db7fa.singles,10,20,0.0005624520700000004,0.11523087561999999,0,8.812912999999996e-05,0,100,8551,65,29,1,0,0,4,0
73d3aaa0-49bf-45bb-88dd-3e8b78ed46e8.singles,10,20,0.0005160402999999998,0.006803487909999999,0,0.00177157124,2,100,350,62,31,0,0,1,3,1
74469c20-fbca-4005-8ff1-6d5e24066361.singles,10,20,0.0005491423300000002,3.046936462840002,0,8.546867e-05,0,100,223271,66,28,0,0,0,3,0
7467b941-3238-4169-ae57-5c0099090f99.singles,10,20,0.00050991372,0.0041502372,0,0.0016835713,2,100,178,62,29,0,0,0,0,0
74ccb7af-d3a7-4b0e-a48b-5173f1656e93.singles,10,20,0.0005386707200000001,0.03231438607000001,0,0.0020590146999999994,2,100,2201,63,29,0,0,5,2,0
756e3c6e-af81-4d1d-aff3-7d250d68bb62.singles,10,20,0.0005510253799999999,0.007250700629999998,0,0.10709362013999996,28,100,387,61,31,0,0,2,3,0
756f57bb-1884-453e-a5e1-ee0fd8c8b10b.singles,10,20,0.00057379308,0.18938381656,0,0.0020396357899999996,1,100,12577,62,28,0,0,0,3,0
