instance,n,number of cycles,covered squares,cpu_time (s),solution found
3a39545e-7eec-4fd2-9b94-d84847ce0a4e.singles,10,8481,29,0.004674448,True
3ade6a4a-a32c-4151-be20-19208897917e.singles,10,32027,30,0.00392447,True
3ae4d51d-5d74-4f78-a376-b9224d89106f.singles,10,8334,29,0.00302832,True
3af2eb79-d54d-4eed-aa8a-f6e14310abe0.singles,10,2099,30,0.0071937,True
3b5a0fb4-2279-46e2-8b98-4c177bb2871d.singles,10,777,29,0.003159555,True
3b8e0950-57ee-4f94-b356-0da08c1015d6.singles,10,1960,29,0.003040874,True
3b947ba3-e1c0-4618-9eef-26953577d730.singles,10,2380,29,0.00315041,True
3bb17325-3e20-45a9-86cc-42662a632486.singles,10,51335,29,0.003041845,True
3bc41029-8c9a-4335-8a1e-e09d9d5b6ee2.singles,10,190,29,0.004045577,True
3be30c22-f817-45e9-aeae-e6b664350baf.singles,10,2114,29,0.012853766,True
3c204472-e139-48be-a2ea-5aa592b58d7d.singles,10,15303,28,0.003148436,True
3c317a30-729c-4c52-ad09-f88074853e87.singles,10,27,27,0.003332298,True
3ca44c08-022e-4e2f-a22c-90c8d0b0b26a.singles,10,4357,30,0.004337215,True
3cdc9247-9b3b-4864-b77d-09dfb2ef0004.singles,10,238,28,0.003462956,True
3ce47e12-1c00-4591-ace7-c2d23f7c1b5c.singles,10,196,30,0.003724635,True
3d0a2786-33a8-4e2e-bba5-6aa207f9311b.singles,10,429,30,0.003060409,True
3d6ad5a0-7a11-4ca5-a03f-b8f99fd20f9a.singles,10,606,29,0.003257458,True
3d7c0239-8c9b-40a1-9ef4-45cefafdd8c3.singles,10,3251,28,0.003024521,True
3d891d66-a645-4993-98b4-260084523392.singles,10,9573,29,0.00749693,True
3dcf3652-0ca7-4f7c-b02a-2160b430b89e.singles,10,548,29,0.002854683,True
3dde8fa3-87fa-452f-9e8e-64c23d178c07.singles,10,600,29,0.003043938,True
3dede625-a7bd-498d-a9e0-b6a5f447cd2f.singles,10,9454,29,0.005774229,True
3e084292-c57b-4cee-a692-0527313e956c.singles,10,93,28,0.003061702,True
3e15a532-027c-4969-baca-5e0707f35478.singles,10,1285,28,0.002972363,True
3e164ce9-f157-489e-8c46-57f3b344b173.singles,10,2744,30,0.003009583,True
3e2e85e7-43ce-418c-8e24-7bd2e5a17116.singles,10,283,28,0.005063055,True
3e75214f-df8d-4291-847b-e2886643c9d3.singles,10,41,27,0.00401515,True
3e7f081e-607e-4e46-9228-ee801c4f19e0.singles,10,1127,29,0.003046413,True
3f457fd7-6439-44ea-9e80-6ba0aaf37ba9.singles,10,97,29,0.003412379,True
3fd6026c-99ce-447e-982d-8cec5fe1fd54.singles,10,1047,29,0.003041445,True
4047bd38-219f-457b-bb34-0ca89a944e7f.singles,10,1756,28,0.004334438,True
4073e8c6-cb34-47a1-9cd2-e193d5cebc00.singles,10,308,28,0.031292505,True
408a8d48-ab85-4def-a2b1-758ab44a73e5.singles,10,500,29,0.003102079,True
409a9995-f208-45c8-a92e-a827dcbdcf08.singles,10,212,28,0.003419143,True
40cdccb6-4560-4d22-b309-19b6520838d2.singles,10,383,27,0.005168563,True
40ec8831-c2a4-49bc-812b-c873cf6afd32.singles,10,896,29,0.003190824,True
415c5770-f26c-436c-8560-f849f0d009ed.singles,10,106,29,0.003541411,True
417e7891-bd3f-4d06-8f5a-ee00716f6ee4.singles,10,2002,28,0.011426146,True
41936271-bc68-41e6-925a-ec9802df23ef.singles,10,29928,29,0.00637709,True
4198e798-e03b-4ffd-9268-d2225fabfce0.singles,10,297,27,0.004937329,True
41f74d1e-3a04-4c0e-94f2-ee9cee7d50f2.singles,10,33,28,0.003509882,True
429ea0ce-99b3-40d4-8dd0-7644d9514481.singles,10,3824,29,0.003005236,True
42b2b56b-d4a5-4b95-a486-7ba0c69673e3.singles,10,265,27,0.003184534,True
42c264c3-7eae-43c4-ba7d-24301ddb54d1.singles,10,962,29,0.003143847,True
432673cd-7f2f-4ca9-b096-f5848303006c.singles,10,159,29,0.00290511,True
4338e720-9dfc-4164-a79a-a4c74e0e6a10.singles,10,1464,28,0.002896904,True
433b04b6-ac7c-4ab4-9507-f123da0cd4d4.singles,10,487,29,0.003667689,True
4342f7e3-0fba-499c-b0e5-5692a6988e96.singles,10,2662,30,0.003927975,True
44030742-04b9-42c1-a04e-5456d8f40a9c.singles,10,1381,30,0.003395879,True
4444fff9-9ff2-4fc7-83b5-fa6a3fc6c867.singles,10,2292,29,0.003039891,True
448232e9-0537-4752-80af-6fb0c3635e92.singles,10,839,29,0.003024883,True
44a49bac-d5e9-46ce-84a8-2be884051c9a.singles,10,287,30,0.003062402,True
44bc2eb7-dccb-4fc3-9b30-0c25fdc23e0e.singles,10,5286,30,0.024026691,True
4505d5a3-d463-445f-b23a-23daaef12435.singles,10,98,29,0.00417567,True
450c14e6-2757-4140-8682-721f0fcbe8b1.singles,10,2691,29,1.891467755,True
451bbcc0-12db-4f2c-9c15-a50436a6b6d2.singles,10,525,30,0.003998378,True
454e9074-0468-4ddc-8845-dd5d9925582e.singles,10,1099,29,0.003710978,True
459c697d-a806-4a3f-99f1-79816fc08bf9.singles,10,864,31,0.005045803,True
45a520fd-9383-4b9a-aed2-a71abfb0acf9.singles,10,1311,28,0.003523769,True
45f35821-33a9-49a0-8bfd-75a1b45113b7.singles,10,558,29,0.030534133,True
46688263-a6ae-4c48-b12d-609fd746b945.singles,10,3152,30,0.003216,True
46868085-5a14-4a18-bb18-140ffac35a8b.singles,10,27830,30,0.005842626,True
46aa8491-dc84-4288-8b03-ea654a22b534.singles,10,8537,30,0.003267208,True
46b8df3c-08bf-49f4-bd5e-c00402038097.singles,10,1024,29,0.003822929,True
46f1e9a7-673d-4406-9ca6-bcbda57cc980.singles,10,101,29,0.006604043,True
477742d2-797d-4dcf-8c97-daf1eac3be5c.singles,10,7054,29,0.015801006,True
479a3570-9d08-410e-9c55-daffd0ea4a63.singles,10,471,28,0.004391087,True
47e8a1d1-507a-4735-aeb9-768a63be82a7.singles,10,1067,30,0.002984617,True
