instance,n,number of cycles,covered squares,cpu_time (s),solution found
3e15a532-027c-4969-baca-5e0707f35478.singles,10,1285,28,0.023194922,True
3e164ce9-f157-489e-8c46-57f3b344b173.singles,10,2744,30,0.045199751,True
3e2e85e7-43ce-418c-8e24-7bd2e5a17116.singles,10,283,28,0.008773836,True
3e75214f-df8d-4291-847b-e2886643c9d3.singles,10,41,27,0.003897269,True
3e7f081e-607e-4e46-9228-ee801c4f19e0.singles,10,1127,29,0.019889553,True
3f457fd7-6439-44ea-9e80-6ba0aaf37ba9.singles,10,97,29,0.005405299,True
3fd6026c-99ce-447e-982d-8cec5fe1fd54.singles,10,1047,29,0.018629136,True
4047bd38-219f-457b-bb34-0ca89a944e7f.singles,10,1756,28,0.029757527,True
4073e8c6-cb34-47a1-9cd2-e193d5cebc00.singles,10,308,28,0.009855704,True
408a8d48-ab85-4def-a2b1-758ab44a73e5.singles,10,500,29,0.011968445,True
409a9995-f208-45c8-a92e-a827dcbdcf08.singles,10,212,28,0.00800481,True
40cdccb6-4560-4d22-b309-19b6520838d2.singles,10,383,27,0.010156199,True
40ec8831-c2a4-49bc-812b-c873cf6afd32.singles,10,896,29,0.017901455,True
415c5770-f26c-436c-8560-f849f0d009ed.singles,10,106,29,0.0054541,True
417e7891-bd3f-4d06-8f5a-ee00716f6ee4.singles,10,2002,28,0.034205261,True
41936271-bc68-41e6-925a-ec9802df23ef.singles,10,29928,29,0.362919664,True
4198e798-e03b-4ffd-9268-d2225fabfce0.singles,10,297,27,0.007440844,True
41f74d1e-3a04-4c0e-94f2-ee9cee7d50f2.singles,10,33,28,0.003966068,True
429ea0ce-99b3-40d4-8dd0-7644d9514481.singles,10,3824,29,0.052285026,True
42b2b56b-d4a5-4b95-a486-7ba0c69673e3.singles,10,265,27,0.009130252,True
42c264c3-7eae-43c4-ba7d-24301ddb54d1.singles,10,962,29,0.020306205,True
432673cd-7f2f-4ca9-b096-f5848303006c.singles,10,159,29,0.006257835,True
4338e720-9dfc-4164-a79a-a4c74e0e6a10.singles,10,1464,28,0.022793963,True
433b04b6-ac7c-4ab4-9507-f123da0cd4d4.singles,10,487,29,0.01099903,True
4342f7e3-0fba-499c-b0e5-5692a6988e96.singles,10,2662,30,0.043491753,True
44030742-04b9-42c1-a04e-5456d8f40a9c.singles,10,1381,30,0.023375068,True
4444fff9-9ff2-4fc7-83b5-fa6a3fc6c867.singles,10,2292,29,0.036934943,True
448232e9-0537-4752-80af-6fb0c3635e92.singles,10,839,29,0.018909551,True
44a49bac-d5e9-46ce-84a8-2be884051c9a.singles,10,287,30,0.008620919,True
44bc2eb7-dccb-4fc3-9b30-0c25fdc23e0e.singles,10,5286,30,0.085138746,True
4505d5a3-d463-445f-b23a-23daaef12435.singles,10,98,29,0.005962833,True
450c14e6-2757-4140-8682-721f0fcbe8b1.singles,10,2691,29,0.04519655,True
451bbcc0-12db-4f2c-9c15-a50436a6b6d2.singles,10,525,30,0.013557125,True
454e9074-0468-4ddc-8845-dd5d9925582e.singles,10,1099,29,0.02047555,True
459c697d-a806-4a3f-99f1-79816fc08bf9.singles,10,864,31,0.015947719,True
