instance,n,number of cycles,covered squares,cpu_time (s),solution found
32cb4dcf-4dcf-4aa8-a1b7-6cf0e5a949e5.singles,10,7441,30,0.003475942,True
32d21fa8-3147-4dd8-838c-913fdaa0793e.singles,10,169,28,0.003552667,True
33356b7b-ba93-4eaf-8c9d-07e86f86e003.singles,10,1127,28,0.003450094,True
33ad8e57-7e2f-4dee-9bf2-7c3d8ec8df69.singles,10,363,30,0.004360572,True
33cf4808-5771-458b-b25b-674185b242ec.singles,10,1615,29,0.005380446,True
34a03875-b8d2-42d7-a9d5-5577cb37f167.singles,10,382,29,0.003557967,True
34d48792-c234-4180-9255-0fd1dc27d2f2.singles,10,5268,28,0.003508273,True
34f82d4a-2ba4-4391-b9e9-d54a4758f876.singles,10,156,28,0.004244816,True
3531bc28-1188-43a9-bf29-6c9d401ce3ca.singles,10,4896,29,0.006375492,True
35624a2d-01c5-45fd-860b-189eee05096f.singles,10,188,27,0.003422361,True
35fa22d3-4f33-4e23-8bfe-bb58035b8ebb.singles,10,2701,29,0.003565631,True
36291c4c-e7da-463e-bb1f-f057c8c4ec29.singles,10,1218,30,0.003416202,True
36889813-7029-4d37-8f2a-b3203303ad09.singles,10,3182,31,0.005043544,True
37a4f071-4b9e-4721-9b7e-5b03546a2f78.singles,10,861,27,0.00420454,True
3873ff83-e86b-4a0c-bd83-2038246f38dc.singles,10,1943,30,0.009838894,True
3911de15-e3b2-4943-a866-2c9738f20456.singles,10,896,28,0.017993824,True
3930c9cb-4fe2-49be-91ab-9c344a2ef803.singles,10,223,29,0.00346903,True
3978251d-e4a9-47cd-923f-965e7c23a174.singles,10,7716,30,0.005437182,True
3986da07-cec2-4cc4-a777-2f041dca2120.singles,10,5519,29,0.003381887,True
3a67e1d8-4903-4acd-9a52-9a35e6814f08.singles,10,1238,28,0.005505742,True
3aca6e02-62c3-40a2-a836-5393e1dd9e5c.singles,10,3513,28,0.035526508,True
3b164978-bdc0-422c-abb6-bf036c3de996.singles,10,298,30,0.003743536,True
3b3a108a-14cb-470b-bc66-ddd279aa0c97.singles,10,106,27,0.011846871,True
