instance,n,cpu_time (s),duplicates time (s),graph time (s),time spent on optimisations (s),number_of_cycles,number_of_duplicates,number_of_covered_tiles,corner_check_hits,edge_pairs_hits,pairs_isolation_hits,sandwich_pairs_hits,sandwich_triple_hits
8c094f9c-df83-469f-b08d-3b229f2c89cd.singles,10,0.003170316,0.000559745,0.01483014,1.442e-06,703,62,29,0,0,3,5,0
8c54d4a7-785e-45d8-b77b-3dc8dfbb10bc.singles,10,0.003318792,0.000558372,0.005124551,1.463e-06,239,61,28,0,0,1,3,0
8ca52247-30b7-4bef-85c2-195da29548d3.singles,10,0.0032757,0.000530138,0.01834583,1.763e-06,1207,62,28,0,0,3,2,0
8cb6b15e-df12-4d87-853d-ccb855fa6e72.singles,10,0.004095761,0.000540198,0.029987977,1.223e-06,1967,66,30,0,0,2,2,0
8d24627b-5c9c-4967-9178-658f7b43a10e.singles,10,0.006138001,0.00054647,0.0879606,1.393e-06,6751,67,29,0,0,0,4,0
8d2cd7db-8d15-462a-94f6-0fb7f9bcf570.singles,10,0.005126864,0.000602906,0.002674382,1.372e-06,105,61,28,0,0,2,2,0
8d4927e7-5887-4a8e-82a2-ab03ab52f0bd.singles,10,0.006798202,0.000528056,0.006009278,1.773e-06,306,62,30,0,0,5,2,0
8db2cd0b-aa1f-43e9-b0ef-bec075ccf1ac.singles,10,0.003228864,0.000506865,0.055593421,1.583e-06,3782,64,28,0,0,0,2,0
8dbe8e51-86e6-46e9-8755-acdc441901e8.singles,10,0.011330966,0.000552702,0.008803702,1.533e-06,424,60,30,0,0,2,2,0
8e330deb-75f1-4453-9590-b5abcb6b778c.singles,10,0.004987128,0.000544216,0.003118949,8.997e-06,147,60,28,0,0,2,3,0
8e930de5-a344-46c7-80fe-b89f595b3157.singles,10,0.003961501,0.000506664,0.064341771,1.412e-06,4485,65,30,0,0,0,2,0
8e942153-f586-41e3-8559-27df0c4d0f90.singles,10,0.019370495,0.000562651,0.003551183,1.873e-06,155,61,29,0,0,3,2,0
8efeab3b-eb3c-4579-beea-145c1e1b5799.singles,10,0.045906447,0.000517435,0.002431124,2.044e-06,76,58,28,0,0,1,3,0
8fa411e2-6b7d-4266-bb83-44af4dc4f181.singles,10,0.009198189,0.000498259,0.009544989,1.342e-06,389,61,27,0,0,0,4,0
8fe9f2fe-2809-4587-b443-d30b9a881c37.singles,10,0.003277083,0.000520231,0.020697485,1.383e-06,1426,59,27,0,0,2,3,0
8fef1f61-8514-41cb-b9a5-950ec7013fe9.singles,10,0.004274593,0.000547492,0.00789503,1.644e-06,421,64,29,0,0,1,2,0
90c4ddd4-c2ba-4bed-bd51-97e7a35f2d64.singles,10,0.006295504,0.000507316,0.010769519,1.563e-06,559,66,29,0,0,4,2,0
91153ee0-bc75-4396-894a-f4fabfa6ab4a.singles,10,0.003610324,0.000530069,0.00337922,1.863e-06,170,58,29,0,0,2,3,0
9116314d-ed44-4914-92b8-2edf5e39642d.singles,10,0.01115499,0.000501596,0.014895418,1.844e-06,945,63,27,0,0,0,3,0
9123c228-fd2f-422e-bb1a-d7da609bd928.singles,10,0.011876024,0.00058892,0.046254065,1.503e-06,2994,69,30,0,0,0,4,0
9217ab59-8eeb-467b-b253-ff912f3c640c.singles,10,0.004982774,0.000555848,0.06972493,1.423e-06,5331,62,29,0,0,1,3,0
9255598a-ebf3-4df1-a52e-a1286c066f54.singles,10,0.0034903,0.000634055,0.087629641,1.222e-06,6797,65,29,0,0,4,3,0
92c4ca7f-9957-4233-b444-58dfa0fd1b04.singles,10,0.003203335,0.000576336,0.027172857,1.363e-06,1872,61,29,0,0,3,4,1
9334784c-3132-47dc-af60-9f41c1e5b885.singles,10,0.003948737,0.000584602,0.036603742,1.332e-06,2345,67,30,0,0,1,2,0
934253e4-b70f-4412-8bc2-300972ccde06.singles,10,0.003317889,0.00054683,0.086364169,1.453e-06,6083,64,29,0,0,1,4,0
935c8ae6-80e8-4f5f-bf6d-e3aca3188eaa.singles,10,0.003212482,0.00054102,0.011791589,1.292e-06,740,59,27,0,0,2,2,0
93b44388-b471-4ec1-9d9a-6327213c45e6.singles,10,0.004217838,0.000529288,0.186039003,2.605e-06,12838,69,30,0,0,1,2,0
94b3d033-8178-4f38-b54c-fb4efeded177.singles,10,0.006236123,0.000569925,0.021430922,1.423e-06,1238,66,29,0,0,3,3,0
94e03b7e-b3ae-4ef6-b1d0-7dff32e5bbad.singles,10,0.005126112,0.00054158,0.026568536,1.403e-06,1650,64,30,0,0,4,3,0
9510edd5-c536-4e4d-afc4-45258767974b.singles,10,0.004591846,0.000534116,0.072786053,1.854e-06,5917,61,31,0,0,1,4,0
952c1ee9-d86a-492c-86c5-32e89f51250b.singles,10,0.003250504,0.000542543,0.009704872,1.392e-06,437,61,27,0,0,0,3,0
959f2eb0-6b2b-45f3-8bdc-a982608ea932.singles,10,0.004006153,0.00051469,0.002257204,1.533e-06,74,59,28,0,0,2,3,0
95b3d69d-a2c7-4921-9b45-ed38e8a6cd7b.singles,10,0.003195852,0.000489753,0.004119252,1.293e-06,194,64,30,0,0,2,3,0
95db34c8-1c4d-4fd7-993b-ac9b98397231.singles,10,0.005008985,0.000508769,0.001989881,1.623e-06,47,62,29,0,0,2,3,0
95ed36d5-697c-4463-89ab-de35dd09f9fb.singles,10,0.028874305,0.000512416,0.007759907,1.844e-06,523,60,28,0,0,0,3,0
962fc98d-72e3-489d-b843-0d18ec9cbe1e.singles,10,0.00572545,0.00050416,0.012227678,1.372e-06,715,61,28,0,0,2,2,0
9639fd50-561d-497d-95cb-99afa2cd9dfc.singles,10,0.003578395,0.00051498,0.028805412,1.282e-06,1657,67,28,0,0,1,2,0
964307c4-65b0-43d1-a3f2-29e85f63698a.singles,10,0.00324316,0.000556298,0.008604728,1.473e-06,444,67,30,0,0,1,3,0
9644b7c5-8186-4176-bb63-7ee086d3a0ef.singles,10,0.005293696,0.000516544,0.068987143,1.383e-06,5644,66,29,0,0,2,3,0
97078170-82fa-4240-bcad-218cd0d577ce.singles,10,0.005386939,0.000551529,0.11055093,1.423e-06,8097,61,27,0,0,3,3,0
976a7fb8-6924-4a05-a1f8-d60ac99ae73d.singles,10,0.004288189,0.000561268,0.005291153,1.573e-06,274,62,30,0,0,2,0,1
9835abe1-cf74-47ab-bbff-88416ec9c7cc.singles,10,0.007040331,0.000489813,0.007374069,1.783e-06,279,63,30,0,0,3,4,0
98b2b79a-ab0d-47c1-bfcb-2b27b0b53f0e.singles,10,0.00404181,0.000500273,0.065574229,1.443e-06,4424,68,30,0,0,2,3,0
98e7cf6d-8d07-4053-9200-3011ad275887.singles,10,0.004790557,0.000550487,0.023390998,1.273e-06,1239,65,30,0,0,2,2,0
98ed8aaa-0e20-4336-9d9e-93697b1dc4b4.singles,10,20,0.000544016,0.003492403,0,143,60,28,0,0,3,2,0
98fb246e-ad97-407b-b3f0-f098408d95e5.singles,10,0.028269517,0.000506916,0.123330282,2.034e-06,6070,67,29,0,0,1,3,0
990f6515-d2f0-4bcc-83bd-ac93f56b3224.singles,10,0.039918464,0.000573211,0.012993123,1.753e-06,909,63,28,0,0,1,4,0
9917f322-7a63-4b42-84df-4e6b51bb8a98.singles,10,0.004023076,0.000518368,0.092959709,3.116e-06,6863,65,28,0,0,3,3,0
9940f78c-3372-41bc-8524-0697dc7e579e.singles,10,0.004006303,0.000550327,0.014266731,1.272e-06,870,60,28,0,0,2,2,0
99f87c1b-dc2e-43cc-a5d4-dabf081e2d88.singles,10,0.00402069,0.000556309,0.0300541,1.553e-06,1646,67,29,0,0,0,5,0
9a540935-9893-4abd-bf7d-5d8fcc702c18.singles,10,0.004090059,0.000622464,0.01485193,3.487e-06,982,60,28,0,0,1,3,0
9a6e7caa-2520-4239-a7c7-07f292b26a93.singles,10,0.011325128,0.000678008,0.008473891,2.965e-06,479,65,30,0,0,2,3,0
9ab47a5e-0367-4136-b8bb-a38f3f48d8dc.singles,10,0.003376919,0.000553553,0.023875418,2.555e-06,1517,65,29,0,0,2,2,1
9b219f69-dcd6-4b9c-b961-8d50117b5a73.singles,10,0.003968102,0.000556319,0.005239385,1.754e-06,242,62,28,0,0,3,1,0
9b7e2203-6dc4-4442-b597-35a29f2ec3c5.singles,10,0.00607315,0.000508137,0.009932953,1.352e-06,619,63,28,0,0,0,4,0
9bfdd4e6-10a5-475f-b64e-6252c0dd1986.singles,10,0.350773339,0.00052526,0.132848209,1.894e-06,10301,65,29,0,0,3,2,0
9c455d0e-db20-40c7-a6a9-b8c8cf42dac3.singles,10,0.009215209,0.000556418,0.064546146,1.453e-06,4024,67,29,0,0,5,2,0
9c7bd948-6f3f-4faa-a205-5efba0b64231.singles,10,0.005486803,0.000549075,0.010860111,2.164e-06,754,62,28,0,0,3,3,0
9ca4b3da-fdcb-4dc0-bb02-5b2f7f82b74b.singles,10,0.24551158,0.000550297,0.015104261,1.873e-06,1013,61,29,0,0,0,4,0
9cbd748f-dfe9-4180-bd06-dd72b9557e97.singles,10,0.004000561,0.000528356,0.006799305,1.352e-06,428,66,27,0,0,1,2,0
9cfad2f7-6fe0-4935-97cc-d70aa9f6dc76.singles,10,0.003954094,0.00051435,0.040292629,1.463e-06,2510,66,29,0,0,1,3,0
9d0edd2a-a56e-45c2-85dc-dc38b7caad24.singles,10,0.006342993,0.000540749,0.02348256,1.352e-06,1689,65,28,0,0,4,3,0
9d3432ab-0622-44c3-9f47-f0c56beada0b.singles,10,0.004666415,0.00056241,0.051233529,1.513e-06,3156,69,29,0,0,1,3,0
9ea12f64-4156-4616-a157-472ec4554d3c.singles,10,0.005850784,0.000538385,0.128628227,1.503e-06,9018,67,30,0,0,0,2,0
9f503065-ba13-40c4-b203-0ff43f81ab93.singles,10,0.005004154,0.000570034,0.012857276,1.583e-06,986,63,29,0,0,3,3,0
9fba8429-90c5-49ca-806d-d754a2bd84a2.singles,10,0.006669193,0.000526282,0.018969081,1.232e-06,888,65,29,0,0,3,3,0
9fdabe36-c1bd-43bc-a0bf-222978297ca1.singles,10,0.006780417,0.000524177,0.023724907,1.553e-06,1970,58,28,0,0,2,3,0
9feeeb6c-f9f7-4cb4-8f7f-7463ef306047.singles,10,0.278833521,0.000521173,0.003189522,1.964e-06,125,63,29,0,0,1,2,0
a0b07a17-a76a-45cf-a319-3bc82a67a5d6.singles,10,0.007409872,0.00054623,0.038941225,1.303e-06,2373,65,29,0,0,4,3,0
a0cc9825-00e0-44d4-85fa-0aed58c7c8a5.singles,10,0.004158549,0.000553333,0.409200983,1.472e-06,31772,61,27,0,0,0,2,0
a0e69502-bc08-45be-a349-189c111de007.singles,10,0.00601454,0.000566679,0.025982675,1.423e-06,1718,57,27,0,0,0,4,0
a0f61d02-b9b4-4864-875c-432be0050700.singles,10,0.005958356,0.000521845,0.367456628,1.302e-06,26532,70,31,0,0,2,4,0
a24cf69a-87a9-4684-9fab-cf4dc931d93f.singles,10,0.17894263,0.000564374,0.005796617,2.405e-06,261,61,29,0,0,5,2,0
a24d242c-da47-4e79-af24-a139a3801bd4.singles,10,0.004588591,0.000585294,0.012978952,1.583e-06,767,64,29,0,0,1,3,0
a26cb479-10fc-420c-9122-d3b4f6878e55.singles,10,0.003896779,0.000561488,0.005548069,1.452e-06,244,68,31,0,0,1,3,0
a270991c-67f2-4662-be59-d58acd9afff3.singles,10,0.006143529,0.000635629,0.069721973,3.717e-06,4917,63,28,0,0,1,4,0
a32846a2-f50a-45cc-b9d6-a86ee2f5c7a7.singles,10,0.0104047,0.000597827,0.061255819,1.452e-06,3781,66,29,0,0,1,3,0
a370764b-452f-4a7d-87bf-7b7a4bce6e94.singles,10,0.78048853,0.000555787,0.034720918,2.034e-06,2197,64,29,0,0,1,3,0
a3ed29c0-bf59-432d-a777-bf508950321d.singles,10,0.003382951,0.000544406,0.045628174,1.343e-06,739,60,29,0,0,1,3,0
a42187f5-23ca-4a63-a90d-26c3d62d8bd3.singles,10,0.003375325,0.00054039,0.002563283,1.353e-06,88,55,26,0,0,1,3,0
a43d98fd-3cfa-442d-bb90-2ed739f463c3.singles,10,0.003234024,0.000483221,0.015185824,1.362e-06,1037,58,27,0,0,0,2,0
a448af52-144c-4832-bc73-d20861cdba2c.singles,10,0.006949243,0.000500303,0.068056287,1.613e-06,5340,61,28,0,0,3,3,0
a4579a12-8149-47b0-9897-27da4210dfa4.singles,10,0.00325875,0.000585674,0.009063242,1.453e-06,545,62,30,0,0,3,2,1
a45fc193-0b39-4424-9de5-2852e11810ab.singles,10,0.087339741,0.00054121,0.006705661,1.893e-06,368,59,28,0,0,0,2,0
a47ff8a4-cdac-450f-985b-80a83ab01a20.singles,10,0.006988217,0.000635427,0.019630709,1.412e-06,1245,65,29,0,0,1,2,0
a4a88901-315e-42a2-88b7-ca61d2a3bf6a.singles,10,0.003273065,0.000528736,0.010453193,1.253e-06,567,65,29,0,0,1,2,0
a4b42646-c36e-452f-948b-a24e88e04cf7.singles,10,0.004888589,0.000507496,0.026106877,1.332e-06,2057,59,30,0,0,1,3,0
a4cc6bda-b227-40a6-b2b3-68d10842a4a3.singles,10,0.003217932,0.000536762,0.006720227,1.583e-06,403,62,28,0,0,2,2,0
a4e24d2a-3763-4745-b9e0-80d578b09f8b.singles,10,0.003264159,0.00049361,0.023797243,1.463e-06,1903,61,28,0,0,3,3,0
a55b95ff-568d-4bd0-baf7-b3c5c2cc1d39.singles,10,0.004849967,0.000534928,0.001949896,1.653e-06,56,57,29,0,0,2,3,0
a60e786e-0c8c-49d0-aa62-e4c03b20f0b6.singles,10,0.004847403,0.000491326,0.035226966,1.373e-06,2302,63,30,0,0,1,4,0
a619667d-b47d-498d-828c-cf3115231ff4.singles,10,0.011589721,0.000577608,0.039749228,1.503e-06,2548,65,29,0,0,2,3,0
a6751d3f-6be3-4999-acbe-53d96de4743a.singles,10,0.00325894,0.000589682,0.014266879,1.442e-06,760,62,28,0,0,1,3,0
a6fb1d6f-b072-4dc9-8bdf-19ea3bb2dfbe.singles,10,0.003219104,0.000528546,0.079029592,1.633e-06,5839,67,28,0,0,0,1,0
a70f5ae6-fd9a-4db7-af84-2056a48239bf.singles,10,0.036936472,0.000540419,0.013934433,1.563e-06,840,57,28,0,0,2,4,0
a7f3ffad-3454-48c5-872c-2d9781f039d7.singles,10,0.004027664,0.000593019,0.007389566,1.262e-06,399,61,28,0,0,1,3,0
a80ecb58-d3b5-486d-9538-30dde0b6e1f6.singles,10,0.00528602,0.000572499,0.039610752,1.503e-06,3314,69,29,0,0,1,3,0
a844ce14-7083-44db-8e01-2284e8f2385e.singles,10,0.003325654,0.000545337,0.095121737,2.084e-06,5947,68,29,0,0,3,3,0
a8737832-03c8-4e9d-b8d4-0a1998cfa85a.singles,10,0.005915716,0.000550017,0.007000055,1.593e-06,310,63,29,0,0,1,2,0
a87e969c-a085-4259-99ac-f697b6afc70c.singles,10,0.003262745,0.000508408,0.015553785,1.562e-06,863,63,30,0,0,3,3,0
a887da7d-4045-401e-81fc-b5dcfead7236.singles,10,0.003275371,0.000513899,0.028664481,1.523e-06,1559,67,28,0,0,2,1,0
a8e3803c-284a-415d-88b1-ff3ed68068a0.singles,10,0.020521584,0.00054607,0.002198333,1.582e-06,84,59,28,0,0,2,2,1
a8f63f55-ca32-4bb6-af64-bbaba35c6afa.singles,10,0.003263176,0.00049319,0.010146637,1.282e-06,524,64,28,0,0,0,2,0
a9271b08-3eb7-4d35-9bbb-4781c650af3b.singles,10,0.003278387,0.000505774,0.00352791,1.443e-06,155,60,28,0,0,2,3,0
a97a2d45-49be-47d0-b5ca-1e8a99550ecb.singles,10,0.004024818,0.000490454,0.005135177,1.563e-06,225,62,29,0,0,0,3,0
a9c68359-a3ca-4237-98e4-11163f5cd350.singles,10,0.005312792,0.000638815,0.004787273,1.673e-06,217,64,29,0,0,4,2,0
aa0fef43-1c28-4e51-bf2e-5d71935a96e3.singles,10,0.010914299,0.000495244,0.007080525,1.793e-06,470,57,28,0,0,2,2,0
aabc57bb-f3fb-42ef-94e1-e5f3f71dc26a.singles,10,0.003300208,0.000533796,0.029610329,1.573e-06,2204,61,28,0,0,0,2,0
aac596ad-21e7-4166-8fa5-8ff3c6c706d0.singles,10,0.005858929,0.000542442,0.057184986,1.633e-06,4063,65,28,0,0,0,2,0
aaef5963-8b2d-48cf-b926-37a05f2899de.singles,10,0.004506107,0.0005569,0.007301463,3.076e-06,324,62,28,0,0,2,3,0
ab13f691-1831-4ce6-a149-c91a03b5c21c.singles,10,0.007213024,0.000696414,0.011466463,1.643e-06,767,56,29,0,0,2,5,0
ab8ea4a1-8cc9-4fff-a6ec-1bba5ef37f54.singles,10,0.004649795,0.00055202,0.012327687,1.643e-06,652,64,29,0,0,3,3,0
abb2b64d-0771-487f-a326-e87abb28466a.singles,10,0.003928007,0.000524449,0.017843174,1.362e-06,938,64,29,0,0,2,2,0
ac3dc485-1c06-40a2-89db-1413b8314649.singles,10,0.006013055,0.000527845,0.005031363,1.543e-06,230,64,30,0,0,1,1,0
ac5dfdce-18ad-490b-bb4a-39dbf55d212a.singles,10,0.003230217,0.00051465,0.003354613,1.392e-06,150,58,28,0,0,1,2,1
acaf952a-1661-4ba9-9353-d5dd9ca257c9.singles,10,0.0031947,0.000501064,0.103885597,1.443e-06,8307,65,30,0,0,2,3,0
ad0c9c90-d3cb-4a68-b673-276ad147bbf8.singles,10,0.003515499,0.000542522,0.004990155,1.292e-06,222,59,28,0,0,0,4,1
ad919b37-5f13-4ad4-b55f-5ca8c3420b5d.singles,10,0.005312129,0.000491106,0.081251736,1.323e-06,4587,69,31,0,0,2,3,0
aded34aa-dae8-4af1-ab93-cf3a5877a311.singles,10,0.117548343,0.000540078,0.056297379,1.863e-06,4056,61,31,0,0,3,1,1
ae017713-64bf-4a6f-a503-9b81d3d05c02.singles,10,0.004040757,0.000548714,0.008465435,1.523e-06,276,58,29,0,0,4,3,0
ae12e952-90e8-448d-abf7-f6c93591ba49.singles,10,0.00327592,0.000591675,0.40365642,1.382e-06,28928,66,30,0,0,4,4,0
ae6bbd0a-479c-4171-a3b7-bf5e4d8ab6e9.singles,10,0.004168007,0.000570495,0.015458415,1.924e-06,801,66,29,0,0,1,2,0
aece40c6-08eb-4c6d-b4b5-961b409bc597.singles,10,0.005070226,0.000535749,0.324565455,1.098e-05,21781,65,29,0,0,4,4,0
af2f60d1-16ec-4ddd-8f5c-fcb73cc3921f.singles,10,0.00881916,0.000571256,0.07688922,1.683e-06,4773,62,29,0,0,3,4,0
afa36cb0-4812-4d3e-83f3-9ade179e6319.singles,10,0.005715994,0.000550217,0.223563896,1.323e-06,13874,66,30,0,0,1,2,0
afddbf92-f69e-4f07-b9c8-d4ba3ed0a886.singles,10,0.003233592,0.000571607,0.012587897,1.403e-06,855,63,28,0,0,3,4,0
b01ac717-809f-45de-9cbe-9992b0f1a721.singles,10,0.003362663,0.000537153,0.007710955,1.603e-06,389,59,29,0,0,4,4,1
b045f6ed-172b-46c1-b72c-f04c729e025a.singles,10,0.014358959,0.000529037,0.044455039,1.644e-06,2646,68,29,0,0,1,1,0
b06f737f-4627-4c06-b6da-5dd0a8f92df0.singles,10,0.005200111,0.000543344,0.007349753,1.372e-06,442,63,28,0,0,1,4,0
b09a0325-26d7-4218-a0c1-b2707ef9707c.singles,10,0.006980261,0.000503269,0.00184635,1.343e-06,72,58,28,0,0,0,0,1
b0a4de4b-9da6-4ca4-bb07-6c6a49620bd2.singles,10,0.004960734,0.000487078,0.012033201,3.937e-06,697,63,29,0,0,0,2,0
b0a9b22c-ca6a-4c1b-899a-685a677c105f.singles,10,0.003314492,0.000523276,0.010789015,1.703e-06,691,63,29,0,0,2,3,0
b11f7531-6b3c-42fe-b76c-bcbbf6fef251.singles,10,0.006925199,0.000628874,0.007508963,1.653e-06,397,61,28,0,0,1,2,1
b13c1ca0-1a9f-4842-97d6-4277141b9058.singles,10,0.003247208,0.000505132,0.016940372,1.302e-06,999,63,30,0,0,1,3,1
b19b9ada-9d38-440b-8323-2e5c2713dfc8.singles,10,0.006969922,0.000545839,0.061962143,1.482e-06,4246,66,29,0,0,2,3,0
b1c2c416-a8e2-4d2e-a7bc-550546799796.singles,10,0.022376082,0.000548824,0.002886923,1.613e-06,113,56,28,0,0,4,0,0
b238d80a-1c48-46f8-b8e9-e29bbe14d88f.singles,10,0.003539453,0.000550448,0.004410644,1.322e-06,210,63,28,0,0,1,3,0
b23c39cb-f42c-4b3f-ad4c-1ed9203fb987.singles,10,0.005197225,0.000513359,0.001391853,1.373e-06,18,56,28,0,0,1,3,0
b2a6f7af-7011-4c0a-83d8-da7cd893603e.singles,10,0.027367894,0.000515181,0.019639428,2.384e-06,1477,66,29,0,0,2,6,0
b2fbba54-effb-4987-968a-61ba6b8dd020.singles,10,0.003266032,0.000553484,0.031479013,1.343e-06,2286,65,29,0,0,2,4,0
b35e42e3-1ff0-426c-9276-edb19ed7e9e1.singles,10,0.003257346,0.000536561,0.007839534,1.403e-06,407,64,30,0,0,1,2,0
b3692690-671a-4858-b85c-7a50e4bf5f79.singles,10,0.010557915,0.000523858,0.103138435,1.342e-06,7776,62,28,0,0,5,2,0
b44d3638-4fa7-4d68-b019-b90401b9926c.singles,10,0.011103041,0.000635588,0.024069557,1.793e-06,1579,63,30,0,0,2,3,0
b4baaf9f-f719-403a-821b-16f5caec6a9b.singles,10,0.016497959,0.00053066,0.022846352,1.693e-06,1422,67,30,0,0,0,3,0
b4f03f9b-cfe8-4db6-92a7-e50448e701b4.singles,10,0.004109594,0.000594781,0.01069091,1.422e-06,612,66,30,0,0,1,2,0
b542ce3e-307a-49fe-9a4e-56a83e67e132.singles,10,0.005876,0.000518588,0.0668779,1.362e-06,4483,69,30,0,0,2,5,0
b6633fe3-a867-4537-aa81-c2ed564888e2.singles,10,0.003386096,0.000555217,0.003793059,1.653e-06,166,62,30,0,0,3,1,0
b66de6e3-04ae-4fa0-914e-bb4ded28737a.singles,10,0.006215575,0.000507977,0.036333469,3.356e-06,2403,64,30,0,0,1,2,0
b67275ab-f840-4d30-8766-ff87d7b8afc4.singles,10,0.038419192,0.000530591,0.009690877,2.064e-06,456,60,28,0,0,1,1,0
b6cbc7ba-9f2d-4918-85c9-fcd08917f0c0.singles,10,0.005010147,0.000723645,0.016406382,0.0,956,68,30,0,0,1,2,0
b6dff1c0-523f-4d1f-bd28-1790395bc816.singles,10,0.004007866,0.000558994,0.0103028,1.463e-06,476,60,30,0,0,1,3,0
b6e76c66-7351-4f7d-9fba-e574ffb77336.singles,10,0.005449587,0.000583711,0.066651881,1.422e-06,4252,63,29,0,0,0,5,0
b7737133-ab35-4d10-ac14-2f6a3ff92197.singles,10,0.004137369,0.000569704,0.021450871,4.538e-06,1424,61,28,0,0,1,4,0
b7e35413-4c46-49ce-9a21-50aa78b259b5.singles,10,0.004113403,0.000526853,0.015000154,1.222e-06,910,69,31,0,0,0,3,0
b7f15430-7beb-422b-a53b-27004ae19efd.singles,10,0.037983905,0.00054159,0.090642802,1.583e-06,5834,68,30,0,0,2,3,0
b85047fa-d3cd-448b-9664-da87d0f06ca2.singles,10,0.003927367,0.000554085,0.003424085,1.402e-06,124,61,28,0,0,4,3,0
b86c5a4b-e492-4dd9-b6c6-e68cb8ff3863.singles,10,0.00331319,0.000522786,0.004421222,1.453e-06,63,61,28,0,0,1,2,1
b88f84e8-32c1-4e06-a990-9131e40294a4.singles,10,0.007526742,0.000525971,0.020469633,1.513e-06,1275,65,30,0,0,0,3,0
b908edc1-37cb-4204-a042-cbf6ebb017b2.singles,10,0.016304783,0.000529037,0.074187584,1.764e-06,6195,63,30,0,0,1,2,0
b9193a61-97c8-4b39-a140-c0db6629d82b.singles,10,0.004091512,0.000576346,0.053327472,1.363e-06,3190,67,30,0,0,3,4,0
b94c3362-1b20-4e90-979b-db2a66fde675.singles,10,0.003197274,0.000550978,3.229390586,1.613e-06,243713,70,30,0,0,1,4,0
b964e5f9-7328-41c7-9263-e31e08004a64.singles,10,0.003943075,0.000577889,0.025818722,1.513e-06,1635,64,28,0,0,0,4,0
b9c4cdf6-3a6e-429c-af5b-1a816db7df80.singles,10,0.00434212,0.000519599,0.003264986,2.324e-06,122,59,30,0,0,3,1,1
b9cfb3d2-59eb-4ad9-9bfd-907e0ca295f3.singles,10,0.006099449,0.000527885,0.021436343,1.403e-06,1433,60,28,0,0,1,3,0
b9f67b50-1a6f-493e-a092-51c64f1434a5.singles,10,0.005378485,0.000519108,0.009114138,5.641e-06,572,61,26,0,0,0,1,0
ba33d423-410b-4670-8c26-7df1a256e0e8.singles,10,0.003439776,0.000526713,0.007950276,1.513e-06,440,64,30,0,0,1,2,0
ba3b903b-92dd-4b4e-ab8e-6297f16fe03e.singles,10,0.003252918,0.000509691,0.005944594,2.465e-06,364,63,29,0,0,2,3,0
ba5fd3ec-a16d-458f-bc80-42ba77c85706.singles,10,0.004033022,0.000514339,0.007949525,1.383e-06,570,61,29,0,0,2,1,0
baefefd1-79b4-463f-a7fa-2314f86c4fea.singles,10,0.003235746,0.000491998,0.00350053,1.403e-06,117,60,28,0,0,1,2,0
bb0fb9e6-c579-4128-ae27-9a7bf5bb3eb4.singles,10,0.00407996,0.000514069,0.012722458,1.363e-06,756,64,29,0,0,1,2,0
bb2dbdf0-5682-40f1-be3a-31e43ab6302d.singles,10,0.004789805,0.000568521,0.053339679,1.643e-06,3231,67,30,0,0,2,4,0
bb8cb1f7-e10d-4189-833b-291c43880a06.singles,10,0.094023137,0.00054673,0.017749555,1.603e-06,1045,64,29,0,0,0,2,0
bb99af8e-9cac-4239-962d-4b7612571416.singles,10,0.003270601,0.000574964,0.053741986,1.242e-06,3466,67,28,0,0,2,2,0
bbf3c460-20c7-4694-98d8-f22a1ca5ae34.singles,10,0.003223673,0.000541351,0.017898738,1.312e-06,936,64,30,0,0,1,2,0
bbfd0d3a-8b28-4420-a41a-bd77c9fc56dc.singles,10,0.003278637,0.000523587,0.003393636,1.493e-06,111,58,28,0,0,4,4,0
bc431034-2e0d-4591-a50d-289ffd43a7f9.singles,10,0.003780382,0.000569914,0.008894326,1.863e-06,522,60,28,0,0,2,3,0
bce921de-1f2a-4f15-83da-1fd7d164919b.singles,10,0.007335753,0.00051969,0.005756652,1.423e-06,277,62,28,0,0,1,2,0
bcf3290a-96fa-4581-8aae-66547149f50a.singles,10,0.004079562,0.000573991,0.006614218,1.262e-06,398,58,28,0,0,3,4,0
bd040663-6a10-4a5d-b195-0a235ea3184d.singles,10,0.005341714,0.000517695,0.002513328,1.483e-06,76,59,29,0,0,3,3,0
bd4a7081-293c-42c3-a8e6-7fad837856d4.singles,10,0.006935437,0.000524789,0.008775864,1.333e-06,462,63,28,0,0,2,3,0
bdaa82e4-d639-407d-80b9-a17fc14f0ce0.singles,10,0.006351037,0.000508979,0.003040279,2.204e-06,163,57,29,0,0,3,2,2
bdb17e64-83f0-48eb-9830-744569b76769.singles,10,0.009268191,0.000501856,0.010989992,2.795e-06,784,64,28,0,0,1,3,0
bdd293df-ef03-4f0c-8557-40647bcd021b.singles,10,0.066838487,0.00051412,0.063989265,3.767e-06,4569,62,29,0,0,2,2,0
bded0ecc-de4f-418d-ba27-e00514043510.singles,10,0.003234945,0.000547933,0.014610888,1.293e-06,1034,58,30,0,0,4,5,0
be434df6-1bd0-4496-9aa2-05a9e3edc0a2.singles,10,0.004837692,0.002580863,0.012409709,1.1231e-05,810,62,29,0,0,2,4,0
be580d26-a549-4bcc-bd16-e62682cd914b.singles,10,0.004054743,0.000522576,0.011741653,1.293e-06,618,63,30,0,0,3,3,0
be80546f-99d5-4079-a831-1b267f812e4f.singles,10,0.003262304,0.000520381,0.03282078,1.492e-06,2405,59,30,0,0,2,2,0
